"X.AUTHID","sent_seq_id","binLabelScr","WhetherNeg","NegScr","target_entities","target_ent_size","spec_domain","binScrLevel0","binScrLevel1","binScrLevel2","whetherCentral","sent_rec_scr"
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229561&c=254471&p=irol-newsArticle'",923,0.4,0,0,"(No subject)","0","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229561&c=254471&p=irol-newsArticle'",928,0.2,0,0,"(No subject)","0","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229561&c=254471&p=irol-newsArticle'",929,0.2,0,0,"(No subject)","0","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229561&c=254471&p=irol-newsArticle'",932,0.4,0,0,"(No subject)","0","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229564&c=254471&p=irol-newsArticle'",945,0.2,1,0.068,"Company","1","technipfmc","1",0,0,1,6
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229564&c=254471&p=irol-newsArticle'",942,0.2,1,0.159,"['statements', 'results']","2","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229564&c=254471&p=irol-newsArticle'",946,0.4,1,0.136,"(No subject)","0","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229564&c=254471&p=irol-newsArticle'",935,0.4,1,0.127,"(No subject)","0","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229564&c=254471&p=irol-newsArticle'",938,0.4,0,0,"['contract award', 'Senior Vice President']","2","technipfmc","1",0,0,1,4
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229564&c=254471&p=irol-newsArticle'",944,0.2,0,0,"['results', 'Company']","2","technipfmc","1",0,0,1,4
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229564&c=254471&p=irol-newsArticle'",933,0.4,0,0,"FTI","1","technipfmc","1",0,0,1,4
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229564&c=254471&p=irol-newsArticle'",940,0.2,0,0.1,"release","1","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229564&c=254471&p=irol-newsArticle'",943,0.2,0,0,"['factors', 'results', 'subsea systems']","3","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229564&c=254471&p=irol-newsArticle'",939,0.6,0,0,"solutions","1","technipfmc","0",1,0,0,1
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229564&c=254471&p=irol-newsArticle'",937,0.6,0,0,"(No subject)","0","technipfmc","0",1,0,0,1
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229814&c=254471&p=irol-newsArticle_Print'",958,0.4,1,0.112,"['results']","1","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229814&c=254471&p=irol-newsArticle_Print'",955,0.4,1,0.11,"['words', 'plan']","2","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229814&c=254471&p=irol-newsArticle_Print'",962,0.2,1,0.068,"(No subject)","0","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229814&c=254471&p=irol-newsArticle_Print'",959,0.2,0,0,"['factors', 'results', 'amount', 'subsea systems']","4","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229814&c=254471&p=irol-newsArticle_Print'",960,0.2,0,0,"['results']","1","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229814&c=254471&p=irol-newsArticle_Print'",956,0.4,0,0,"(No subject)","0","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229814&c=254471&p=irol-newsArticle_Print'",963,0.4,0,0,"(No subject)","0","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229814&c=254471&p=irol-newsArticle_Print'",950,0.6,0,0,"['contracts', 'contracts']","2","technipfmc","0",1,0,0,1
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle_Print'",995,0.4,1,0.112,"['results']","1","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle_Print'",992,0.4,1,0.11,"['words', 'plan']","2","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle_Print'",999,0.2,1,0.068,"(No subject)","0","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle_Print'",989,0.4,0,0,"['subsea trees', 'Senior Vice President']","2","technipfmc","1",0,0,1,4
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle_Print'",983,0.4,0,0,"FTI","1","technipfmc","1",0,0,1,4
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle_Print'",996,0.2,0,0,"['factors', 'results', 'subsea systems']","3","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle_Print'",986,0.4,0,0,"scope","1","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle_Print'",987,0.4,0,0,"systems","1","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle_Print'",997,0.2,0,0,"['results']","1","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle_Print'",1000,0.4,0,0,"(No subject)","0","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle_Print'",993,0.4,0,0,"(No subject)","0","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle'",981,0.4,1,0.122,"(No subject)","0","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle'",976,0.4,1,0.112,"['results']","1","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle'",973,0.4,1,0.11,"['words', 'plan']","2","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle'",980,0.2,1,0.068,"(No subject)","0","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle'",970,0.4,0,0,"['subsea trees', 'Senior Vice President']","2","technipfmc","1",0,0,1,4
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle'",977,0.2,0,0,"['factors', 'results', 'subsea systems']","3","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle'",967,0.4,0,0,"scope","1","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle'",978,0.2,0,0,"['results']","1","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle'",965,0.4,0,0,"(No subject)","0","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle'",974,0.4,0,0,"(No subject)","0","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle'",982,0.4,0,0,"(No subject)","0","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229883&c=254471&p=irol-newsArticle_Print'",1032,0.4,1,0.112,"['results']","1","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229883&c=254471&p=irol-newsArticle_Print'",1029,0.4,1,0.11,"['words', 'plan']","2","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229883&c=254471&p=irol-newsArticle_Print'",1036,0.2,1,0.068,"(No subject)","0","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229883&c=254471&p=irol-newsArticle_Print'",1033,0.2,0,0,"['factors', 'results', 'acceptance', 'subsea systems']","4","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229883&c=254471&p=irol-newsArticle_Print'",1021,0.4,0,0,"contract","1","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229883&c=254471&p=irol-newsArticle_Print'",1034,0.2,0,0,"['results']","1","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229883&c=254471&p=irol-newsArticle_Print'",1030,0.4,0,0,"(No subject)","0","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229883&c=254471&p=irol-newsArticle_Print'",1037,0.4,0,0,"(No subject)","0","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229883&c=254471&p=irol-newsArticle'",1018,0.4,1,0.145,"(No subject)","0","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229883&c=254471&p=irol-newsArticle'",1013,0.4,1,0.112,"['results']","1","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229883&c=254471&p=irol-newsArticle'",1010,0.4,1,0.11,"['words', 'plan']","2","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229883&c=254471&p=irol-newsArticle'",1017,0.2,1,0.068,"(No subject)","0","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229883&c=254471&p=irol-newsArticle'",1007,0.4,0,0,"['Deliveries', 'Senior Vice President']","2","technipfmc","1",0,0,1,4
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229883&c=254471&p=irol-newsArticle'",1014,0.2,0,0,"['factors', 'results', 'acceptance', 'subsea systems']","4","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229883&c=254471&p=irol-newsArticle'",1002,0.4,0,0,"contract","1","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229883&c=254471&p=irol-newsArticle'",1015,0.2,0,0,"['results']","1","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229883&c=254471&p=irol-newsArticle'",1011,0.4,0,0,"(No subject)","0","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle_Print'",1055,0.4,1,0.116,"(No subject)","0","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle_Print'",1063,0.4,1,0.112,"['results']","1","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle_Print'",1060,0.4,1,0.11,"['words', 'plan']","2","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle_Print'",1067,0.2,1,0.068,"(No subject)","0","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle_Print'",1054,0.6,0,0,"FTI","1","technipfmc","0",1,0,1,3
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle_Print'",1064,0.4,0,0.066,"['risks', 'subsea systems']","2","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle_Print'",1065,0.2,0,0,"['results']","1","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle_Print'",1061,0.4,0,0,"(No subject)","0","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle_Print'",1068,0.4,0,0,"(No subject)","0","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle'",1052,0.4,1,0.145,"(No subject)","0","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle'",1039,0.4,1,0.116,"(No subject)","0","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle'",1047,0.4,1,0.112,"['results']","1","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle'",1044,0.4,1,0.11,"['words', 'plan']","2","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle'",1051,0.2,1,0.068,"(No subject)","0","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle'",1046,0.2,0,0.074,"['management', 'statements']","2","technipfmc","1",0,0,1,4
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle'",1048,0.4,0,0.066,"['risks', 'subsea systems']","2","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle'",1049,0.2,0,0,"['results']","1","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle'",1045,0.4,0,0,"(No subject)","0","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle'",1053,0.4,0,0,"(No subject)","0","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229902&c=254471&p=irol-newsArticle_Print'",1096,0.4,1,0.112,"['results']","1","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229902&c=254471&p=irol-newsArticle_Print'",1093,0.4,1,0.11,"['words', 'plan']","2","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229902&c=254471&p=irol-newsArticle_Print'",1100,0.2,1,0.068,"(No subject)","0","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229902&c=254471&p=irol-newsArticle_Print'",1095,0.2,0,0.074,"['management', 'statements']","2","technipfmc","1",0,0,1,4
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229902&c=254471&p=irol-newsArticle_Print'",1091,0.4,0,0,"['Deliveries', 'FMC', 'Senior Vice President']","3","technipfmc","1",0,0,1,4
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229902&c=254471&p=irol-newsArticle_Print'",1097,0.4,0,0.066,"['risks', 'subsea systems']","2","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229902&c=254471&p=irol-newsArticle_Print'",1087,0.4,0,0,"contract","1","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229902&c=254471&p=irol-newsArticle_Print'",1094,0.4,0,0,"(No subject)","0","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229902&c=254471&p=irol-newsArticle_Print'",1101,0.4,0,0,"(No subject)","0","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229902&c=254471&p=irol-newsArticle'",1084,0.4,1,0.145,"(No subject)","0","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229902&c=254471&p=irol-newsArticle'",1079,0.4,1,0.112,"['results']","1","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229902&c=254471&p=irol-newsArticle'",1076,0.4,1,0.11,"['words', 'plan']","2","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229902&c=254471&p=irol-newsArticle'",1083,0.2,1,0.068,"(No subject)","0","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229902&c=254471&p=irol-newsArticle'",1078,0.2,0,0.074,"['management', 'statements']","2","technipfmc","1",0,0,1,4
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229902&c=254471&p=irol-newsArticle'",1074,0.4,0,0,"['Deliveries', 'FMC', 'Senior Vice President']","3","technipfmc","1",0,0,1,4
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229902&c=254471&p=irol-newsArticle'",1073,0.4,0,0,"scope","1","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229902&c=254471&p=irol-newsArticle'",1077,0.4,0,0,"(No subject)","0","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229902&c=254471&p=irol-newsArticle'",1085,0.4,0,0,"(No subject)","0","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229904&c=254471&p=irol-newsArticle_Print'",1117,0.2,1,0.068,"Company","1","technipfmc","1",0,0,1,6
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229904&c=254471&p=irol-newsArticle_Print'",1115,0.6,1,0.249,"risks","1","technipfmc","0",1,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229904&c=254471&p=irol-newsArticle_Print'",1114,0.4,1,0.112,"['results']","1","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229904&c=254471&p=irol-newsArticle_Print'",1111,0.4,1,0.11,"['words', 'plan']","2","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229904&c=254471&p=irol-newsArticle_Print'",1113,0.2,0,0.074,"['management', 'statements']","2","technipfmc","1",0,0,1,4
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229904&c=254471&p=irol-newsArticle_Print'",1116,0.2,0,0,"['results', 'TheCompany']","2","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229904&c=254471&p=irol-newsArticle_Print'",1103,0.4,0,0,"transaction","1","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229904&c=254471&p=irol-newsArticle_Print'",1105,0.4,0,0,"(No subject)","0","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229904&c=254471&p=irol-newsArticle_Print'",1112,0.4,0,0,"(No subject)","0","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229904&c=254471&p=irol-newsArticle_Print'",1118,0.4,0,0,"(No subject)","0","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2275658&c=254471&p=irol-newsArticle_Print'",1132,0.2,0,0,"Company","1","technipfmc","1",0,0,1,4
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2275658&c=254471&p=irol-newsArticle_Print'",1136,0.2,0,0,"our","1","technipfmc","1",0,0,1,4
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2275658&c=254471&p=irol-newsArticle_Print'",1137,0.4,0,0,"our","1","technipfmc","1",0,0,1,4
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2275658&c=254471&p=irol-newsArticle_Print'",1131,0.4,0,0,"ISIN","1","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2275658&c=254471&p=irol-newsArticle_Print'",1134,0.2,0,0,"online audio replay","1","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2275658&c=254471&p=irol-newsArticle_Print'",1138,0.4,0,0,"(No subject)","0","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2275658&c=254471&p=irol-newsArticle_Print'",1139,0.2,0,0,"(No subject)","0","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2275658&c=254471&p=irol-newsArticle_Print'",1141,0.2,0,0,"(No subject)","0","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2275658&c=254471&p=irol-newsArticle'",1129,0.2,1,0.061,"(No subject)","0","technipfmc","1",0,0,0,5
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2275658&c=254471&p=irol-newsArticle'",1120,0.2,0,0,"Company","1","technipfmc","1",0,0,1,4
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2275658&c=254471&p=irol-newsArticle'",1124,0.2,0,0,"our","1","technipfmc","1",0,0,1,4
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2275658&c=254471&p=irol-newsArticle'",1125,0.4,0,0,"our","1","technipfmc","1",0,0,1,4
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2275658&c=254471&p=irol-newsArticle'",1128,0.6,0,0,"us","1","technipfmc","0",1,0,1,3
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2275658&c=254471&p=irol-newsArticle'",1121,0.4,0,0,"['you', 'conference call']","2","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2275658&c=254471&p=irol-newsArticle'",1119,0.4,0,0,"ISIN","1","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2275658&c=254471&p=irol-newsArticle'",1122,0.2,0,0,"online audio replay","1","technipfmc","1",0,0,0,2
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2275658&c=254471&p=irol-newsArticle'",1127,0.2,0,0,"(No subject)","0","technipfmc","1",0,0,0,2
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=1835130&c=109258&p=irol-newsArticle_Print'",1167,0.6,0,0,"Company","1","thecheesecakefactory","0",1,0,1,3
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=1835130&c=109258&p=irol-newsArticle_Print'",1162,0.4,0,0,"Marshmallow Smores Galore","1","thecheesecakefactory","1",0,0,0,2
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=1835130&c=109258&p=irol-newsArticle_Print'",1157,0.4,0,0,"(No subject)","0","thecheesecakefactory","1",0,0,0,2
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=1835130&c=109258&p=irol-newsArticle_Print'",1159,0.4,0,0,"(No subject)","0","thecheesecakefactory","1",0,0,0,2
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=1835130&c=109258&p=irol-newsArticle_Print'",1160,0.6,0,0,"it","1","thecheesecakefactory","0",1,0,0,1
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=1835130&c=109258&p=irol-newsArticle_Print'",1158,0.6,0,0,"(No subject)","0","thecheesecakefactory","0",1,0,0,1
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=1835130&c=109258&p=irol-newsArticle'",1152,0.6,0,0,"Company","1","thecheesecakefactory","0",1,0,1,3
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=1835130&c=109258&p=irol-newsArticle'",1147,0.4,0,0,"Marshmallow Smores Galore","1","thecheesecakefactory","1",0,0,0,2
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=1835130&c=109258&p=irol-newsArticle'",1142,0.4,0,0,"(No subject)","0","thecheesecakefactory","1",0,0,0,2
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=1835130&c=109258&p=irol-newsArticle'",1144,0.4,0,0,"(No subject)","0","thecheesecakefactory","1",0,0,0,2
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=1835130&c=109258&p=irol-newsArticle'",1156,0.4,0,0,"(No subject)","0","thecheesecakefactory","1",0,0,0,2
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=1835130&c=109258&p=irol-newsArticle'",1145,0.6,0,0,"it","1","thecheesecakefactory","0",1,0,0,1
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=1835130&c=109258&p=irol-newsArticle'",1143,0.6,0,0,"(No subject)","0","thecheesecakefactory","0",1,0,0,1
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=1835130&c=109258&p=irol-newsArticle'",1151,0.6,0,0,"(No subject)","0","thecheesecakefactory","0",1,0,0,1
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=2290001&c=109258&p=irol-newsArticle_Print'",1204,0.6,1,0.123,"(No subject)","0","thecheesecakefactory","0",1,0,0,5
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=2290001&c=109258&p=irol-newsArticle_Print'",1192,0.4,0,0,"Guests","1","thecheesecakefactory","1",0,0,0,2
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=2290001&c=109258&p=irol-newsArticle_Print'",1191,0.4,0,0,"(No subject)","0","thecheesecakefactory","1",0,0,0,2
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=2290001&c=109258&p=irol-newsArticle_Print'",1193,0.6,0,0,"Celebration Cheesecake","1","thecheesecakefactory","0",1,0,0,1
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=2290001&c=109258&p=irol-newsArticle_Print'",1190,0.6,0,0,"(No subject)","0","thecheesecakefactory","0",1,0,0,1
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=2290001&c=109258&p=irol-newsArticle_Print'",1199,0.6,0,0,"(No subject)","0","thecheesecakefactory","0",1,0,0,1
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=2290001&c=109258&p=irol-newsArticle_Print'",1205,0.6,0,0,"(No subject)","0","thecheesecakefactory","0",1,0,0,1
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=2290001&c=109258&p=irol-newsArticle_Print'",1198,0.8,0,0,"Cheesecake Factory restaurants","1","thecheesecakefactory","0",0,1,0,0
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=2290001&c=109258&p=irol-newsArticle'",1187,0.6,1,0.123,"(No subject)","0","thecheesecakefactory","0",1,0,0,5
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=2290001&c=109258&p=irol-newsArticle'",1175,0.4,0,0,"Guests","1","thecheesecakefactory","1",0,0,0,2
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=2290001&c=109258&p=irol-newsArticle'",1174,0.4,0,0,"(No subject)","0","thecheesecakefactory","1",0,0,0,2
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=2290001&c=109258&p=irol-newsArticle'",1176,0.6,0,0,"Celebration Cheesecake","1","thecheesecakefactory","0",1,0,0,1
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=2290001&c=109258&p=irol-newsArticle'",1173,0.6,0,0,"(No subject)","0","thecheesecakefactory","0",1,0,0,1
