"X.AUTHID","sent.content","sent_seq_id"
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2275658&c=254471&p=irol-newsArticle_Print'","; ; Each of our 44,000 employees is driven by a steady commitment to clients and a culture of purposeful innovation, challenging industry conventions, and rethinking how the best results are achieved.",1139
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2275658&c=254471&p=irol-newsArticle_Print'","; Contacts; ; Christophe Belorgeot; Vice President Corporate Communications; Tel: +33 1 47 78 39 92 ; Email: ; ; ; Lisa Adams; Senior Manager Digital Communications; Tel: +1 281 405 465;9 Email: """,1141
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229384&c=254471&p=irol-newsArticle'",""";This release contains ""forward-looking statements"" as defined in the Private Securities Litigation Reform Act of 1995.",878
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229384&c=254471&p=irol-newsArticle'","The word ""estimated"" and similar e are intended to identify forward-looking statements, which are generally not historical in nature.",879
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229384&c=254471&p=irol-newsArticle'","Such forward-looking statements involve significant risks, uncertainties and assumptions that could cause actual results to differ materially from our historical e and our present e or projections.",880
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229384&c=254471&p=irol-newsArticle'","Known material factors that could cause our actual results to differ from those in the forward-looking statements include the Company\'s ability to successfully deliver, and Statoil\'s acceptance of, the subsea products ordered.",881
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229384&c=254471&p=irol-newsArticle'","For additional information regarding known material factors that could cause actual results to differ from projected results, please see the Company\'s Annual Report on Form 10-K for theyear ended ;, as well as its other filings with the ;.",882
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229384&c=254471&p=irol-newsArticle'","The Company cautions you not to place undue reliance on any forward-looking statements, which speak only as of the date hereof.",883
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229384&c=254471&p=irol-newsArticle'","The Company undertakes no obligation to publicly update or revise any of its forward-looking statements after the date they are made, whether as a result of new information, future events or otherwise.",884
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229384&c=254471&p=irol-newsArticle'",";Photo - ;Logo - ; ;To view the original version on PR Newswire, visit:;SOURCE ;News Provided by Acquire Media;TechnipFMC plc Registered in England and Wales Registered No.",885
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229384&c=254471&p=irol-newsArticle'","09909709 One St. Pauls Churchyard, London, EC4M 8AP, United Kingdom; Copyright 2017 TechnipFMC'",886
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle'","These forward-looking statements are based on the Company\'s current e and beliefs concerning future developments and their potential effect on the Company.",1045
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle'","While management believes that these forward-looking statements are reasonable as and when made, there can be no assurance that any projected results or events will be achieved.",1046
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle'",";All of the Company\'s forward-looking statements involve significant risks and uncertainties (some of which are beyond the Company\'s control) and assumptions that could cause actual results to differ materially from our historical e and our present e or projections.",1047
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle'","Such risks and uncertainties include, but are not limited to, the Company\'s ability to enter into additional projects with Anadarko; or the Company\'s ability to successfully manufacture and deliver, and Anadarko\'s acceptance of, the subsea systems ordered.",1048
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle'","For additional information regarding known material factors that could cause actual results to differ from projected results, please see the Company\'s filings with the ;, including its Annual Report on Form 10-K, Quarterly Reports on Form 10-Q and Current Reports on Form 8-K.",1049
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle'","The Company undertakes no obligation to publicly update or revise any of its forward-looking statements after the date they are made, whether as a result of new information, future events or otherwise.",1051
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle'",";SOURCE ;News Provided by Acquire Media;TechnipFMC plc Registered in England and Wales Registered No.",1052
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle'","09909709 One St. Pauls Churchyard, London, EC4M 8AP, United Kingdom; Copyright 2017 TechnipFMC'",1053
"b'https://connect.blogs.xerox.com/2012/10/15/making-mobile-print-easy-and-secure-at-gartner-symposium-itxpo/'","Traffic will be constant throughout the four-day event, and across each of the hundreds of sessions, attendees need to be able to print key information easily, quickly and securely.",2218
"b'https://connect.blogs.xerox.com/2012/10/15/making-mobile-print-easy-and-secure-at-gartner-symposium-itxpo/'","The importance of being able to print from mobile devices securely has grown e over recent years, and with hundreds of analyst sessions, workshops and roundtables taking place at the Gartner Symposium, access to the right materials at the right time is key.",2223
"b'https://connect.blogs.xerox.com/2012/10/15/making-mobile-print-easy-and-secure-at-gartner-symposium-itxpo/'","Xerox MPS will allow users to utilise their smartphone, tablet or laptop computer to print these critical documents as and when they are needed.",2224
"b'https://connect.blogs.xerox.com/2012/10/15/making-mobile-print-easy-and-secure-at-gartner-symposium-itxpo/'","We provide mobile print to businesses across the globe such as and have recently launched a app.",2226
"b'https://connect.blogs.xerox.com/2012/10/15/making-mobile-print-easy-and-secure-at-gartner-symposium-itxpo/'","As ever, we will be providing a dedicated support team on site to ensure the entire process runs smoothly.",2228
"b'https://connect.blogs.xerox.com/2012/10/15/making-mobile-print-easy-and-secure-at-gartner-symposium-itxpo/'","Just look out for the lavender shirt!",2229
"b'https://connect.blogs.xerox.com/2012/10/15/making-mobile-print-easy-and-secure-at-gartner-symposium-itxpo/'","Jul 10, 2017 Jun 19, 2017 Jun 12, 2017 May 30, 2017 May 22, 2017 May 17, 2017 May 4, 2017 Apr 28, 2017 Apr 24, 2017 Apr 19, 2017 Apr 5, 2017 Mar 30, 2017 Mar 29, 2017 Mar 27, 2017 Mar 24, 2017 Mar 10, 2017 Feb 28, 2017 Feb 17, 2017 Jan 27, 2017 Dec 7, 2016 Mar 10, 2016 Jan 25, 2016 Jan 8, 2016 Sep 29, 2014 Sep 26, 2014 Sep 24, 2014 Sep 8, 2014 Jan 27, 2014 Jan 16, 2014 Sep 24, 2013 Sep 11, 2013 Aug 22, 2013 Aug 7, 2013 Aug 6, 2013 Jul 23, 2013 Jun 12, 2013 Apr 4, 2013 Mar 27, 2013 Feb 13, 2013 Dec 27, 2012 Dec 3, 2012 Oct 26, 2012 Jul 18, 2012 May 25, 2012 Mar 26, 2012 Feb 28, 2012 Feb 14, 2012 Select list(s): Facebook Twitter Google +1 LinkedIn Youtube Select list(s): 2017 Xerox Corporation.",2232
"b'https://connect.blogs.xerox.com/2012/10/15/making-mobile-print-easy-and-secure-at-gartner-symposium-itxpo/'","Xerox and Xerox and Design are trademarks of Xerox Corporation in the United States and/or other countries.'",2233
"b'http://newsroom.lufthansagroup.com/english/news/all/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'","And this is why we here at the Lufthansa Group are using digitalization to make our business even better and more efficient.",1559
"b'http://newsroom.lufthansagroup.com/english/news/all/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'","On January 10th, at the Digital Aviation Forum in Frankfurt, we presented the digital portfolio of our group to decision makers, the media, and our customers.",1561
"b'http://newsroom.lufthansagroup.com/english/news/all/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",";The ne level of digitalization will deal with the question of how to use new digital opportunities to increase the satisfaction and loyalty of our customers with products and services that are tailored to their needs.",1566
"b'http://newsroom.lufthansagroup.com/english/news/all/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'","We can use customer analytics and artificial intelligence to deduce customer preferences and to personalize and optimize our guests travel e.;There is another level of digitalization with enormous potential: new market structures.",1569
"b'http://newsroom.lufthansagroup.com/english/news/all/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'","Platform-based business models that operate, for the most part, without infrastructure of their own bundle access to customers and structure the content of the offers.",1571
"b'http://newsroom.lufthansagroup.com/english/news/all/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'","There are a number of well-known e: UBER, for instance, is currently revolutionizing the ta industry around the world, and AirBnB is tapping the demand of the market for hotel stays.",1572
"b'http://newsroom.lufthansagroup.com/english/news/all/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'","; Thank you for getting in touch with us, well get back to you as soon as possible.",1580
"b'http://investors.clr.com/phoenix.zhtml?TEXT=aHR0cDovL2FwaS50ZW5rd2l6YXJkLmNvbS9maWxpbmcueG1sP2lwYWdlPTExNDg3MjI2JkRTRVE9MSZTRVE9JlNRREVTQz1TRUNUSU9OX0JPRFkmZXhwPSZzdWJzaWQ9NTc%3D&c=197380&p=irol-secText'","below): ; February22, 2013, the Compensation Committee of the Board of Directors (the Committee) of Continental Resources, Inc. (the Company) approved a cash bonus plan (the CLR Bonus Plan) that applies to certain employees of the Company, including the Companys e. The CLR Bonus Plan is designed to reward the Companys employees for achieving annual performance and strategic goals.",843
"b'http://investors.clr.com/phoenix.zhtml?TEXT=aHR0cDovL2FwaS50ZW5rd2l6YXJkLmNvbS9maWxpbmcueG1sP2lwYWdlPTExNDg3MjI2JkRTRVE9MSZTRVE9JlNRREVTQz1TRUNUSU9OX0JPRFkmZXhwPSZzdWJzaWQ9NTc%3D&c=197380&p=irol-secText'","The CLR Bonus Plan provides for the annual payment of cash bonuses, subject to the discretion of the Compensation.",844
"b'http://investors.clr.com/phoenix.zhtml?TEXT=aHR0cDovL2FwaS50ZW5rd2l6YXJkLmNvbS9maWxpbmcueG1sP2lwYWdlPTExNDg3MjI2JkRTRVE9MSZTRVE9JlNRREVTQz1TRUNUSU9OX0JPRFkmZXhwPSZzdWJzaWQ9NTc%3D&c=197380&p=irol-secText'","A description of the CLR Bonus Plan, as last updated in March of 2015, is filed as E 10.1 to the Companys Form ; for the quarter ended March31, 2015, filed with the Securities E Commission on May 6, 2015 (the Plan Description).",845
"b'http://investors.clr.com/phoenix.zhtml?TEXT=aHR0cDovL2FwaS50ZW5rd2l6YXJkLmNvbS9maWxpbmcueG1sP2lwYWdlPTExNDg3MjI2JkRTRVE9MSZTRVE9JlNRREVTQz1TRUNUSU9OX0JPRFkmZXhwPSZzdWJzaWQ9NTc%3D&c=197380&p=irol-secText'",";On March20, 2017, the Compensation Committee approved a change to the used to set the size of the annual bonus pool (the Bonus Pool Factors) from the factors used to set the annual bonus pool in prior years.",846
"b'http://investors.clr.com/phoenix.zhtml?TEXT=aHR0cDovL2FwaS50ZW5rd2l6YXJkLmNvbS9maWxpbmcueG1sP2lwYWdlPTExNDg3MjI2JkRTRVE9MSZTRVE9JlNRREVTQz1TRUNUSU9OX0JPRFkmZXhwPSZzdWJzaWQ9NTc%3D&c=197380&p=irol-secText'","The Bonus Pool Factors will remain in effect until by the Compensation Committee.",850
"b'http://investors.clr.com/phoenix.zhtml?TEXT=aHR0cDovL2FwaS50ZW5rd2l6YXJkLmNvbS9maWxpbmcueG1sP2lwYWdlPTExNDg3MjI2JkRTRVE9MSZTRVE9JlNRREVTQz1TRUNUSU9OX0JPRFkmZXhwPSZzdWJzaWQ9NTc%3D&c=197380&p=irol-secText'","The Compensation Committee retains complete to increase, decrease or leave the size of the annual bonus pool unchanged.",852
"b'http://investors.clr.com/phoenix.zhtml?TEXT=aHR0cDovL2FwaS50ZW5rd2l6YXJkLmNvbS9maWxpbmcueG1sP2lwYWdlPTExNDg3MjI2JkRTRVE9MSZTRVE9JlNRREVTQz1TRUNUSU9OX0JPRFkmZXhwPSZzdWJzaWQ9NTc%3D&c=197380&p=irol-secText'",";2 ; to the requirements of the Securities E Act of 1934, the Registrant has duly caused this report to be signed on its behalf by undersigned thereunto duly authorized.",853
"b'https://www.citrix.com/blogs/2017/08/24/meet-security-compliance-and-be-scalable-with-netscaler-fips-sdx/'","With a FIPS 140-2 Level 2 compliant Citrix NetScaler SDX, you can achieve security compliance and easily deploy ADC instances to meet your performance requirements.",3819
"b'https://www.citrix.com/blogs/2017/08/24/meet-security-compliance-and-be-scalable-with-netscaler-fips-sdx/'","Whether you are a service provider hosting ADC instances for clients, or securing your businesses network, the NetScaler FIPS SDX makes your deployment secure, easy, and scalable to meet demands.",3820
"b'https://www.citrix.com/blogs/2017/08/24/meet-security-compliance-and-be-scalable-with-netscaler-fips-sdx/'","The purpose of this article is to highlight the architecture of the FIPS SDX and provide a step by step setup guide of the FIPS HSM and deployment of a NetScaler HA pair that is FIPS enabled.",3823
"b'https://www.citrix.com/blogs/2017/08/24/meet-security-compliance-and-be-scalable-with-netscaler-fips-sdx/'","This is often referred to as the FIPS card or module and is where all private PKI keys are stored.",3827
"b'https://www.citrix.com/blogs/2017/08/24/meet-security-compliance-and-be-scalable-with-netscaler-fips-sdx/'","This can be useful if you are hosting multiple tenants or just want to separate workloads you can have both types of instances on the same appliance.",3831
"b'https://www.citrix.com/blogs/2017/08/24/meet-security-compliance-and-be-scalable-with-netscaler-fips-sdx/'",";This document reviews the steps required to configure the NetScaler SDX FIPS appliance, starting with the out of box initial configuration of the SDX and hardware security module (HSM) initialization.",3832
"b'https://www.citrix.com/blogs/2017/08/24/meet-security-compliance-and-be-scalable-with-netscaler-fips-sdx/'","Sections detailing instance setup include the initial instance creation as well as a secondary instance for a high availability (HA) pair setup.",3833
"b'https://www.citrix.com/blogs/2017/08/24/meet-security-compliance-and-be-scalable-with-netscaler-fips-sdx/'","He joined Citrix Consulting in 2015 and has been on several long-term full-lifecycle engagements, but has been implementing Citrix solutions since 2012.",3837
"b'https://www.citrix.com/blogs/2017/08/24/meet-security-compliance-and-be-scalable-with-netscaler-fips-sdx/'","Shane graduated from University of Central Florida with degrees in Information Systems Technology and Secure Computing and Networking and attended the Citrix Academy to become a Citrix Certified Infrastructure Architect in 2012.",3838
"b'https://www.citrix.com/blogs/2017/08/24/meet-security-compliance-and-be-scalable-with-netscaler-fips-sdx/'","Follow Shane at www.ShillLabs.com or on Twitter @citri.",3839
"b'https://www.citrix.com/blogs/2017/08/24/meet-security-compliance-and-be-scalable-with-netscaler-fips-sdx/'","One of the key differentiators ; NetScaler Management and Analytics from Citrix allows administrators to easily view, automate, and manage all their application infrastructure, as well ;Dont worry, you can unsubscribe at anytime.",3842
"b'https://connect.blogs.xerox.com/2015/05/01/3-reasons-why-your-tech-reps-are-wary-of-change/'","b'Technical Services has seen more than its share of changes in the past decade.",2417
"b'https://connect.blogs.xerox.com/2015/05/01/3-reasons-why-your-tech-reps-are-wary-of-change/'","We have seen new processes in everything from the parts in our vehicles to the way we approach our service calls each day.",2418
"b'https://connect.blogs.xerox.com/2015/05/01/3-reasons-why-your-tech-reps-are-wary-of-change/'","Don Stephens is a senior customer service engineer in his 30th year with Xerox.",2420
"b'https://connect.blogs.xerox.com/2015/05/01/3-reasons-why-your-tech-reps-are-wary-of-change/'","Here are three reasons why I believe that field service reps react to change less than favorably at times.",2423
"b'https://connect.blogs.xerox.com/2015/05/01/3-reasons-why-your-tech-reps-are-wary-of-change/'","New processes mean changing tried and true habits that we have come to rely on.",2426
"b'https://connect.blogs.xerox.com/2015/05/01/3-reasons-why-your-tech-reps-are-wary-of-change/'","http:/ctt.ec/NcgdQ+ #FieldService pic.twitter.com/D7wvYsTdRT I was told by a team member my first week on the job that, you don like something about the company, then wait six months it will be gone by then.",2434
"b'https://connect.blogs.xerox.com/2015/05/01/3-reasons-why-your-tech-reps-are-wary-of-change/'","Occasionally our skeptical side rears up with a new process and we dig in our heels; even if it makes perfect sense and is good for the company and our jobs.",2439
"b'https://connect.blogs.xerox.com/2015/05/01/3-reasons-why-your-tech-reps-are-wary-of-change/'","Jul 22, 2014 Dec 22, 2014 Mar 25, 2015 Select list(s): Facebook Twitter Google +1 LinkedIn Youtube Select list(s): 2017 Xerox Corporation.",2443
"b'https://connect.blogs.xerox.com/2015/05/01/3-reasons-why-your-tech-reps-are-wary-of-change/'","Xerox and Xerox and Design are trademarks of Xerox Corporation in the United States and/or other countries.'",2444
"b'https://connect.blogs.xerox.com/2017/08/25/set-the-page-free-in-the-modern-workplace-perfect-work-environment/'","Marketing Manager, Document Network Services as it may sound, our Innovation Centre provides me with the perfect work environment.",2668
"b'https://connect.blogs.xerox.com/2017/08/25/set-the-page-free-in-the-modern-workplace-perfect-work-environment/'","completely rely upon technology for my day-to-day work, Close said.",2671
"b'https://connect.blogs.xerox.com/2017/08/25/set-the-page-free-in-the-modern-workplace-perfect-work-environment/'","His tools and work are on the cloud so that he can stay productive when he moves between the Innovation Centre and main office.",2673
"b'https://connect.blogs.xerox.com/2017/08/25/set-the-page-free-in-the-modern-workplace-perfect-work-environment/'","This marketing manager moves effortlessly between digital and paper realms.",2678
"b'https://connect.blogs.xerox.com/2017/08/25/set-the-page-free-in-the-modern-workplace-perfect-work-environment/'","You also see it in paper-based flyers, print ads, brochures, and good old-fashioned letters and marketing materials that are mailed in branded envelopes all of which are printed in-house on a .",2684
"b'https://connect.blogs.xerox.com/2017/08/25/set-the-page-free-in-the-modern-workplace-perfect-work-environment/'","It is here where you can see how to set the page free.",2686
"b'https://connect.blogs.xerox.com/2017/08/25/set-the-page-free-in-the-modern-workplace-perfect-work-environment/'","The team at DNS moves between the digital and paper realms based on the customers requirements and preferences.",2687
"b'https://connect.blogs.xerox.com/2017/08/25/set-the-page-free-in-the-modern-workplace-perfect-work-environment/'","In an age where information is king, marketers create, manipulate and move data freely from digital to paper and back to digital.",2694
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=2290001&c=109258&p=irol-newsArticle_Print'","View the full release here: can enjoy the debut of The Cheesecake Factorys highly anticipated newest flavor Celebration Cheesecake beginning today, ;.",1190
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=2290001&c=109258&p=irol-newsArticle_Print'","(Photo: Business Wire) ; Today and tomorrow, The Cheesecake Factory is celebrating National Cheesecake Day in a BIG way by offering dine-in guests any slice of its more than 30 legendary flavors of cheesecake for half price at all of its 193 restaurants nationwide*.",1191
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=2290001&c=109258&p=irol-newsArticle_Print'","Guests can enjoy the debut of The Cheesecake Factorys highly anticipated newest flavor Celebration Cheesecake beginning today as well.",1192
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=2290001&c=109258&p=irol-newsArticle_Print'","The picture-perfect new Celebration Cheesecake features layers of Original cheesecake, vanilla cake, strawberry, chocolate and vanilla mousse topped with cream cheese frosting and finished with brightly colored confetti.",1193
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=2290001&c=109258&p=irol-newsArticle_Print'","Internationally, 16 The Cheesecake Factory restaurants operate under licensing agreements.",1198
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=2290001&c=109258&p=irol-newsArticle_Print'","The Companys bakery division operates two bakery production facilities, in ; and ;, that produce quality cheesecakes and other baked products for its restaurants, international licensees and third-party bakery customers.",1199
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=2290001&c=109258&p=irol-newsArticle_Print'",";Source: The ; Murphy OBrien Public Relations;Stacy Lewis / Jenny Loeb / Angela Ibarra / Megan Boles / Ryan Johnson;310-453-253;9 '",1205
"b'https://www.caesars.com/planet-hollywood/restaurants/pin-up-pizza?icml=lasvegasblog_CNW_Restaurants_PHV'","This Las Vegas pizza place offers fresh and delicious pizza by the slice.",3404
"b'https://www.caesars.com/planet-hollywood/restaurants/pin-up-pizza?icml=lasvegasblog_CNW_Restaurants_PHV'","These pizza gals wear uniforms inspired by Bettie Page and other famous pin-up ladies from the 1950s.",3407
"b'https://www.caesars.com/planet-hollywood/restaurants/pin-up-pizza?icml=lasvegasblog_CNW_Restaurants_PHV'",";Pin-Up Pizza boasts two separate dining areas.",3408
"b'https://www.caesars.com/planet-hollywood/restaurants/pin-up-pizza?icml=lasvegasblog_CNW_Restaurants_PHV'","The Vegas pizza spot is open until 4 a.m.",3410
"b'https://www.caesars.com/planet-hollywood/restaurants/pin-up-pizza?icml=lasvegasblog_CNW_Restaurants_PHV'","This pizza sauce is much sweeter and more intensely flavored than a San Marzano DOP tomato, the most popular tomato used by quality pizza shops.",3419
"b'https://www.caesars.com/planet-hollywood/restaurants/pin-up-pizza?icml=lasvegasblog_CNW_Restaurants_PHV'","Lastly, this Las Vegas pizzeria uses whole milk, dragon cut Sorrento mozzarella from Buffalo, New York, as well as imported Pecorino Romano cheese.",3420
"b'http://investors.citrix.com/releasedetail.cfm?ReleaseID=591671'","; The conference call may also be accessed by dialing: ; (888) 799-0519 or (706) 634-0155; Using passcode: CITRIX A replay of the webcast can be viewed by visiting the Investor section of the Citrix corporate website at:/www.citrix.com/investors for appro 30 days.",673
"b'http://investors.citrix.com/releasedetail.cfm?ReleaseID=591671'","More than,000 organizations around the world use the Citrix Access Platform provide secure, well-managed access to business information it lives - on demand.",676
"b'http://investors.citrix.com/releasedetail.cfm?ReleaseID=591671'","Citrix no obligation to update any forward-looking information in this press release or with respect to the announcements herein.",682
"b'http://investors.citrix.com/releasedetail.cfm?ReleaseID=591671'","; Citri is a registered trademark of Citrix Systems, Inc. in the.S.",683
"b'http://investors.citrix.com/releasedetail.cfm?ReleaseID=591671'","All other trademarks and registered are property of their respective owners.",684
"b'http://investors.citrix.com/releasedetail.cfm?ReleaseID=591671'","; CONTACT: ;Citrix Systems, Inc., Fort Lauderdale; Investor Inquiries:; Jeff Lilly, 954-267-2886; or; Media Inquiries:; Eric Armstrong, 954-267-2977;SOURCE: Citrix Systems, Inc. | ;Copyright 2017 Citrix Systems, Inc""",685
"b'https://www.citrix.com/blogs/2017/08/03/security-lessons-from-the-field/'","b'Many enterprises are now re-focusing on security as a top priority after a period of concentrating on user e and system capabilities.",3793
"b'https://www.citrix.com/blogs/2017/08/03/security-lessons-from-the-field/'","This means Citrix teams are now being tasked with protecting systems that may not have been designed with security in mind.",3794
"b'https://www.citrix.com/blogs/2017/08/03/security-lessons-from-the-field/'","; can also easily display these attempts for further analysis and auditing.",3799
"b'https://www.citrix.com/blogs/2017/08/03/security-lessons-from-the-field/'","; OS and application lockdowns are one of the best first steps you can take to locking down your internal Citrix environment.",3800
"b'https://www.citrix.com/blogs/2017/08/03/security-lessons-from-the-field/'","In addition, applications need to be analyzed for threats.",3803
"b'https://www.citrix.com/blogs/2017/08/03/security-lessons-from-the-field/'","By default, Microsoft Office provides access to numerous dialog bo, allows the e of macros and has the ability to launch browsers from hyperlinks.",3804
"b'https://www.citrix.com/blogs/2017/08/03/security-lessons-from-the-field/'","; Conte access refers to the different user access scenarios that e across a Citrix environment.",3806
"b'https://www.citrix.com/blogs/2017/08/03/security-lessons-from-the-field/'","A good first step is to implement ; based not only on security group membership, but also on where the user is located.",3811
"b'https://www.citrix.com/blogs/2017/08/03/security-lessons-from-the-field/'","NetScaler and XenDesktop can easily identify and control users in these different access scenarios through SmartAccess/SmartControl and backend Citrix policy filters.",3812
"b'http://searsholdings.com/press-releases/pr/1461'","b'Sears, Roebuck and Co. (NYSE: S) today announced total domestic store revenues for the four weeks ended February 1, 2003 were $1.6 billion, a 6.3 percent decrease compared with the four weeks ended February 2, 2002.",2946
"b'http://searsholdings.com/press-releases/pr/1461'","Within the full-line stores, January sales were below the prior year, particularly in home electronics and the categories affected by business e, such as home fashions and home decor.",2948
"b'http://searsholdings.com/press-releases/pr/1461'","Specialty stores e a mid- single digit comparable store sales decrease.",2950
"b'http://searsholdings.com/press-releases/pr/1461'","In June 2002, Sears acquired Lands\' End, a direct merchant of traditionally styled, classic Lands\' End clothing offered to customers around the world through regular mailings of its specialty catalogs and online at www.landsend.com .",2959
"b'http://searsholdings.com/press-releases/pr/1461'","The company has made available by phone a recorded message on sales performance of its domestic stores for January and the company\'s forecasted sales results for February 2003.",2960
"b'http://searsholdings.com/press-releases/pr/1461'","This release also contains guidance on comparable store sales and comparable earnings per share for 2003 and portions thereof, which are also ""forward-looking statements.""",2964
"b'http://searsholdings.com/press-releases/pr/1461'","These statements are based on assumptions about the future that are subject to risks and uncertainties, such as competitive conditions in retail; changes in consumer confidence and spending; changes in interest rates; delinquency and charge-off trends in the credit card receivables portfolio; continued consumer acceptance of the Sears Gold MasterCard Program; the successful e of and customer reactions to Sears\' Full-line store strategy and other performance improvement initiatives; Sears\' ability to integrate and operate Lands\' End successfully; anticipated cash flow; the possibility of increased hostilities in the Middle East; general economic conditions and normal business uncertainty.",2965
"b'http://searsholdings.com/press-releases/pr/1461'","CONTACT: Media, Peggy A. Palter, +1-847-286-8361, or Investor Relations, Pam White, +1-847-286-1468, both of Sears Web site: '",2970
"b'http://blogs.zebra.com/building-relationships-through-data-connectivity'","The best of these programmes deliver personalised rewards, but many still focus on impersonal loyalty points awarded based on amount spent.",322
"b'http://blogs.zebra.com/building-relationships-through-data-connectivity'","Its about delivering the perfect e for the customer and what customers want is convenience.",325
"b'http://blogs.zebra.com/building-relationships-through-data-connectivity'","Well, as with all the best elements of retail, it has to start with the customer:;Guest Wi-Fi is the starting point, helping connect customers to key store data, allowing them to find the information they need to make an informed decision:;Understandably, many retailers hesitate to make it easier for customers to compare prices, the ; even allows shoppers to take a photo of an item in store and see similar products available via Amazon.",332
"b'http://blogs.zebra.com/building-relationships-through-data-connectivity'",";For this reason, we are seeing an upsurge in retailers adopting in-store customer shopping apps incorporating information, store maps and offers.",335
"b'http://blogs.zebra.com/building-relationships-through-data-connectivity'","This allows retailers to see something new what the customer looked at, but didnt buy.",338
"b'http://blogs.zebra.com/building-relationships-through-data-connectivity'","True customer level insight into every journey where customers opt-in.",339
"b'http://blogs.zebra.com/building-relationships-through-data-connectivity'",";Through this retailers can start to develop bespoke promotions to individuals based on who they are, what they are interested in, their location in store and more importantly, at the point of decision.",340
"b'http://blogs.zebra.com/building-relationships-through-data-connectivity'",";These location-based technologies help shoppers find the right product and give retailers the insight to continually improve the customer e.;And making the customers journey easier, is the key to creating the e interactions and customer engagement required to build a relationship.",342
"b'http://connect.blogs.xerox.com/2017/05/10/brother-dominics-miracle-is-no-1/'","Brother Dominic sets the page free and helps @Xerox snag two awards.",598
"b'http://connect.blogs.xerox.com/2017/05/10/brother-dominics-miracle-is-no-1/'","I tempted to say this is a miraculous outcome.",600
"b'http://connect.blogs.xerox.com/2017/05/10/brother-dominics-miracle-is-no-1/'","Their creative ingenuity brought back Brother Dominic after a 40-year hiatus to demonstrate the power and relevance of Xerox.",602
"b'http://connect.blogs.xerox.com/2017/05/10/brother-dominics-miracle-is-no-1/'","Lucky for Brother Dominic, that what we do here at Xerox: Set the page free, enabling our customers to perform their own miracles every day.",614
"b'http://connect.blogs.xerox.com/2017/05/10/brother-dominics-miracle-is-no-1/'","The Global ACE Awards is the longest running B-to-B award program and recognizes the year top creative campaigns, the inspired talent who conceived them, and the agencies and clients who have successfully elevated brand and driven demand.",615
"b'http://connect.blogs.xerox.com/2017/05/10/brother-dominics-miracle-is-no-1/'","As Dominic needs have evolved over the past forty years, so has Xerox ability to continually delight with relevant products and solutions.",620
"b'http://connect.blogs.xerox.com/2017/05/10/brother-dominics-miracle-is-no-1/'","me with suspenseful anticipation about what Brother Dominic and Xerox would be doing forty years from now!",622
"b'https://www.citrix.com/blogs/2016/04/19/growth-spurt-is-just-one-benefit-of-partners-citrix-centric-strategy/'","b'Talk about a steep growth trajectory!",3537
"b'https://www.citrix.com/blogs/2016/04/19/growth-spurt-is-just-one-benefit-of-partners-citrix-centric-strategy/'","Entisys Solutions CEO Mike Strohl;The company targets customers in its home state of California, including healthcare organizations.",3541
