"X.AUTHID","sent_seq_id","binLabelScr","WhetherNeg","NegScr","target_entities","target_ent_size","spec_domain","binScrLevel0","binScrLevel1","binScrLevel2","whetherCentral","sent_rec_scr","sent.content"
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229814&c=254471&p=irol-newsArticle_Print'",958,0.4,1,0.112,"['results']",1,"technipfmc",1,0,0,0,5,";All of the Company\'s forward-looking statements involve significant risks and uncertainties (some of which are beyond the Company\'s control) and assumptions that could cause actual results to differ materially from our historical e and our present e or projections."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229814&c=254471&p=irol-newsArticle_Print'",962,0.2,1,0.068,"(No subject)",0,"technipfmc",1,0,0,0,5,"The Company undertakes no obligation to publicly update or revise any of its forward-looking statements after the date they are made, whether as a result of new information, future events or otherwise."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle'",970,0.4,0,0,"['subsea trees', 'Senior Vice President']",2,"technipfmc",1,0,0,1,4,"The subsea trees will achieve 70% Brazilian local content and deliveries are scheduled to commence in 2014.;""We have made significant investments in our Brazilian operations to enable large scale product manufacturing and the development of new technologies,"" said ;, FMC\'s Senior Vice President, Subsea Technologies."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle'",973,0.4,1,0.11,"['words', 'plan']",2,"technipfmc",1,0,0,0,5,"The words ""believe,"" ""e,"" ""anticipate,"" ""plan,"" ""intend,"" ""foresee,"" ""should,"" ""would,"" ""could"" and similar e, including the negative thereof, are intended to identify forward-looking statements, which are generally not historical in nature."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle'",976,0.4,1,0.112,"['results']",1,"technipfmc",1,0,0,0,5,";All of the Company\'s forward-looking statements involve significant risks and uncertainties (some of which are beyond the Company\'s control) and assumptions that could cause actual results to differ materially from our historical e and our present e or projections."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle'",980,0.2,1,0.068,"(No subject)",0,"technipfmc",1,0,0,0,5,"The Company undertakes no obligation to publicly update or revise any of its forward-looking statements after the date they are made, whether as a result of new information, future events or otherwise."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle'",981,0.4,1,0.122,"(No subject)",0,"technipfmc",1,0,0,0,5,";(Logo: ;) ;SOURCE ;News Provided by Acquire Media;TechnipFMC plc Registered in England and Wales Registered No."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle_Print'",983,0.4,0,0,"FTI",1,"technipfmc",1,0,0,1,4,"b', ; -; (NYSE: FTI) announced today that it has signed a four-year agreement with Petrobras (NYSE: PBR, PBRA), ;\'s national oil company, for the supply of pre-salt subsea equipment."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle_Print'",989,0.4,0,0,"['subsea trees', 'Senior Vice President']",2,"technipfmc",1,0,0,1,4,"The subsea trees will achieve 70% Brazilian local content and deliveries are scheduled to commence in 2014.;""We have made significant investments in our Brazilian operations to enable large scale product manufacturing and the development of new technologies,"" said ;, FMC\'s Senior Vice President, Subsea Technologies."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle_Print'",992,0.4,1,0.11,"['words', 'plan']",2,"technipfmc",1,0,0,0,5,"The words ""believe,"" ""e,"" ""anticipate,"" ""plan,"" ""intend,"" ""foresee,"" ""should,"" ""would,"" ""could"" and similar e, including the negative thereof, are intended to identify forward-looking statements, which are generally not historical in nature."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle_Print'",995,0.4,1,0.112,"['results']",1,"technipfmc",1,0,0,0,5,";All of the Company\'s forward-looking statements involve significant risks and uncertainties (some of which are beyond the Company\'s control) and assumptions that could cause actual results to differ materially from our historical e and our present e or projections."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle_Print'",999,0.2,1,0.068,"(No subject)",0,"technipfmc",1,0,0,0,5,"The Company undertakes no obligation to publicly update or revise any of its forward-looking statements after the date they are made, whether as a result of new information, future events or otherwise."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229883&c=254471&p=irol-newsArticle'",1007,0.4,0,0,"['Deliveries', 'Senior Vice President']",2,"technipfmc",1,0,0,1,4,"Deliveries are e to occur throughout 2013.;""Fram H-Nord is the si fast-track project that we have been awarded from Statoil in the past two years,"" said ;, FMC\'s Senior Vice President, Subsea Technologies."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229883&c=254471&p=irol-newsArticle'",1010,0.4,1,0.11,"['words', 'plan']",2,"technipfmc",1,0,0,0,5,"The words ""believe,"" ""e,"" ""anticipate,"" ""plan,"" ""intend,"" ""foresee,"" ""should,"" ""would,"" ""could"" and similar e, including the negative thereof, are intended to identify forward-looking statements, which are generally not historical in nature."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229883&c=254471&p=irol-newsArticle'",1013,0.4,1,0.112,"['results']",1,"technipfmc",1,0,0,0,5,";All of the Company\'s forward-looking statements involve significant risks and uncertainties (some of which are beyond the Company\'s control) and assumptions that could cause actual results to differ materially from our historical e and our present e or projections."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229883&c=254471&p=irol-newsArticle'",1017,0.2,1,0.068,"(No subject)",0,"technipfmc",1,0,0,0,5,"The Company undertakes no obligation to publicly update or revise any of its forward-looking statements after the date they are made, whether as a result of new information, future events or otherwise."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229883&c=254471&p=irol-newsArticle'",1018,0.4,1,0.145,"(No subject)",0,"technipfmc",1,0,0,0,5,";SOURCE ;News Provided by Acquire Media;TechnipFMC plc Registered in England and Wales Registered No."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229883&c=254471&p=irol-newsArticle_Print'",1029,0.4,1,0.11,"['words', 'plan']",2,"technipfmc",1,0,0,0,5,"The words ""believe,"" ""e,"" ""anticipate,"" ""plan,"" ""intend,"" ""foresee,"" ""should,"" ""would,"" ""could"" and similar e, including the negative thereof, are intended to identify forward-looking statements, which are generally not historical in nature."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229883&c=254471&p=irol-newsArticle_Print'",1032,0.4,1,0.112,"['results']",1,"technipfmc",1,0,0,0,5,";All of the Company\'s forward-looking statements involve significant risks and uncertainties (some of which are beyond the Company\'s control) and assumptions that could cause actual results to differ materially from our historical e and our present e or projections."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229883&c=254471&p=irol-newsArticle_Print'",1036,0.2,1,0.068,"(No subject)",0,"technipfmc",1,0,0,0,5,"The Company undertakes no obligation to publicly update or revise any of its forward-looking statements after the date they are made, whether as a result of new information, future events or otherwise."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle'",1039,0.4,1,0.116,"(No subject)",0,"technipfmc",1,0,0,0,5,";The ; field is located appro 275 miles southeast of ; in Keathley Canyon Block 875, in water depths of appro 7,100 feet (2,160 meters)."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle'",1044,0.4,1,0.11,"['words', 'plan']",2,"technipfmc",1,0,0,0,5,"The words ""believe,"" ""e,"" ""anticipate,"" ""plan,"" ""intend,"" ""foresee,"" ""should,"" ""would,"" ""could"" and similar e, including the negative thereof, are intended to identify forward-looking statements, which are generally not historical in nature."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle'",1046,0.2,0,0.074,"['management', 'statements']",2,"technipfmc",1,0,0,1,4,"While management believes that these forward-looking statements are reasonable as and when made, there can be no assurance that any projected results or events will be achieved."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle'",1047,0.4,1,0.112,"['results']",1,"technipfmc",1,0,0,0,5,";All of the Company\'s forward-looking statements involve significant risks and uncertainties (some of which are beyond the Company\'s control) and assumptions that could cause actual results to differ materially from our historical e and our present e or projections."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle'",1051,0.2,1,0.068,"(No subject)",0,"technipfmc",1,0,0,0,5,"The Company undertakes no obligation to publicly update or revise any of its forward-looking statements after the date they are made, whether as a result of new information, future events or otherwise."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle'",1052,0.4,1,0.145,"(No subject)",0,"technipfmc",1,0,0,0,5,";SOURCE ;News Provided by Acquire Media;TechnipFMC plc Registered in England and Wales Registered No."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle_Print'",1055,0.4,1,0.116,"(No subject)",0,"technipfmc",1,0,0,0,5,";The ; field is located appro 275 miles southeast of ; in Keathley Canyon Block 875, in water depths of appro 7,100 feet (2,160 meters)."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle_Print'",1060,0.4,1,0.11,"['words', 'plan']",2,"technipfmc",1,0,0,0,5,"The words ""believe,"" ""e,"" ""anticipate,"" ""plan,"" ""intend,"" ""foresee,"" ""should,"" ""would,"" ""could"" and similar e, including the negative thereof, are intended to identify forward-looking statements, which are generally not historical in nature."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle_Print'",1063,0.4,1,0.112,"['results']",1,"technipfmc",1,0,0,0,5,";All of the Company\'s forward-looking statements involve significant risks and uncertainties (some of which are beyond the Company\'s control) and assumptions that could cause actual results to differ materially from our historical e and our present e or projections."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229901&c=254471&p=irol-newsArticle_Print'",1067,0.2,1,0.068,"(No subject)",0,"technipfmc",1,0,0,0,5,"The Company undertakes no obligation to publicly update or revise any of its forward-looking statements after the date they are made, whether as a result of new information, future events or otherwise."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229902&c=254471&p=irol-newsArticle'",1074,0.4,0,0,"['Deliveries', 'FMC', 'Senior Vice President']",3,"technipfmc",1,0,0,1,4,"Deliveries are e to commence in the second half of 2012 and continue through 2013.;""Greater Western Flank becomes the most recent addition to the many Woodside projects that FMC supports under our e frame agreement,"" said ;, FMC\'s Senior Vice President, Global Subsea Production Systems."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229902&c=254471&p=irol-newsArticle'",1076,0.4,1,0.11,"['words', 'plan']",2,"technipfmc",1,0,0,0,5,"The words ""believe,"" ""e,"" ""anticipate,"" ""plan,"" ""intend,"" ""foresee,"" ""should,"" ""would,"" ""could"" and similar e, including the negative thereof, are intended to identify forward-looking statements, which are generally not historical in nature."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229902&c=254471&p=irol-newsArticle'",1078,0.2,0,0.074,"['management', 'statements']",2,"technipfmc",1,0,0,1,4,"While management believes that these forward-looking statements are reasonable as and when made, there can be no assurance that any projected results or events will be achieved."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229902&c=254471&p=irol-newsArticle'",1079,0.4,1,0.112,"['results']",1,"technipfmc",1,0,0,0,5,";All of the Company\'s forward-looking statements involve significant risks and uncertainties (some of which are beyond the Company\'s control) and assumptions that could cause actual results to differ materially from our historical e and our present e or projections."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229902&c=254471&p=irol-newsArticle'",1083,0.2,1,0.068,"(No subject)",0,"technipfmc",1,0,0,0,5,"The Company undertakes no obligation to publicly update or revise any of its forward-looking statements after the date they are made, whether as a result of new information, future events or otherwise."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229902&c=254471&p=irol-newsArticle'",1084,0.4,1,0.145,"(No subject)",0,"technipfmc",1,0,0,0,5,";SOURCE ;News Provided by Acquire Media;TechnipFMC plc Registered in England and Wales Registered No."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229902&c=254471&p=irol-newsArticle_Print'",1091,0.4,0,0,"['Deliveries', 'FMC', 'Senior Vice President']",3,"technipfmc",1,0,0,1,4,"Deliveries are e to commence in the second half of 2012 and continue through 2013.;""Greater Western Flank becomes the most recent addition to the many Woodside projects that FMC supports under our e frame agreement,"" said ;, FMC\'s Senior Vice President, Global Subsea Production Systems."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229902&c=254471&p=irol-newsArticle_Print'",1093,0.4,1,0.11,"['words', 'plan']",2,"technipfmc",1,0,0,0,5,"The words ""believe,"" ""e,"" ""anticipate,"" ""plan,"" ""intend,"" ""foresee,"" ""should,"" ""would,"" ""could"" and similar e, including the negative thereof, are intended to identify forward-looking statements, which are generally not historical in nature."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229902&c=254471&p=irol-newsArticle_Print'",1095,0.2,0,0.074,"['management', 'statements']",2,"technipfmc",1,0,0,1,4,"While management believes that these forward-looking statements are reasonable as and when made, there can be no assurance that any projected results or events will be achieved."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229902&c=254471&p=irol-newsArticle_Print'",1096,0.4,1,0.112,"['results']",1,"technipfmc",1,0,0,0,5,";All of the Company\'s forward-looking statements involve significant risks and uncertainties (some of which are beyond the Company\'s control) and assumptions that could cause actual results to differ materially from our historical e and our present e or projections."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229902&c=254471&p=irol-newsArticle_Print'",1100,0.2,1,0.068,"(No subject)",0,"technipfmc",1,0,0,0,5,"The Company undertakes no obligation to publicly update or revise any of its forward-looking statements after the date they are made, whether as a result of new information, future events or otherwise."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229904&c=254471&p=irol-newsArticle_Print'",1111,0.4,1,0.11,"['words', 'plan']",2,"technipfmc",1,0,0,0,5,"The words ""believe,"" ""e,"" ""anticipate,"" ""plan,"" ""intend,"" ""foresee,"" ""should,"" ""would,"" ""could"" and similar e, including the negative thereof, are intended to identify forward-looking statements, which are generally not historical in nature."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229904&c=254471&p=irol-newsArticle_Print'",1113,0.2,0,0.074,"['management', 'statements']",2,"technipfmc",1,0,0,1,4,"While management believes that these forward-looking statements are reasonable as and when made, there can be no assurance that any projected results or events will be achieved."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229904&c=254471&p=irol-newsArticle_Print'",1114,0.4,1,0.112,"['results']",1,"technipfmc",1,0,0,0,5,";All of the Company\'s forward-looking statements involve significant risks and uncertainties (some of which are beyond the Company\'s control) and assumptions that could cause actual results to differ materially from our historical e and our present e or projections."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229904&c=254471&p=irol-newsArticle_Print'",1115,0.6,1,0.249,"risks",1,"technipfmc",0,1,0,0,5,"Such risks and uncertainties include, but are not limited to, satisfaction of the conditions to the closing of the transaction; costs and difficulties related to the integration of Schilling\'s businesses and operations; delays, costs and difficulties relating to the transaction."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229904&c=254471&p=irol-newsArticle_Print'",1117,0.2,1,0.068,"Company",1,"technipfmc",1,0,0,1,6,"The Company undertakes no obligation to publicly update or revise any of its forward-looking statements after the date they are made, whether as a result of new information, future events or otherwise."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2275658&c=254471&p=irol-newsArticle'",1120,0.2,0,0,"Company",1,"technipfmc",1,0,0,1,4,"The Company also will host its second quarter 2017 earnings release teleconference on Thursday, July 27, 2017, at 1 p.m. London time (8 a.m. New York time)."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2275658&c=254471&p=irol-newsArticle'",1124,0.2,0,0,"our",1,"technipfmc",1,0,0,1,4,"With our proprietary technologies and production systems, integrated e, and comprehensive solutions, we are transforming our clients' project economics."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2275658&c=254471&p=irol-newsArticle'",1125,0.4,0,0,"our",1,"technipfmc",1,0,0,1,4,"; ; We are uniquely positioned to deliver greater efficiency across project lifecycles from concept to project delivery and beyond."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2275658&c=254471&p=irol-newsArticle'",1129,0.2,1,0.061,"(No subject)",0,"technipfmc",1,0,0,0,5,"; Contacts; ; Christophe Belorgeot; Vice President Corporate Communications; Tel: +33 1 47 78 39 92 ; Email: ; ; ; Lisa Adams; Senior Manager Digital Communications; Tel: +1 281 405 465;9 Email: ;TechnipFMC plc Registered in England and Wales Registered No."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2275658&c=254471&p=irol-newsArticle_Print'",1132,0.2,0,0,"Company",1,"technipfmc",1,0,0,1,4,"The Company also will host its second quarter 2017 earnings release teleconference on Thursday, July 27, 2017, at 1 p.m. London time (8 a.m. New York time)."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2275658&c=254471&p=irol-newsArticle_Print'",1136,0.2,0,0,"our",1,"technipfmc",1,0,0,1,4,"With our proprietary technologies and production systems, integrated e, and comprehensive solutions, we are transforming our clients' project economics."
"b'http://investors.technipfmc.com/phoenix.zhtml?ID=2275658&c=254471&p=irol-newsArticle_Print'",1137,0.4,0,0,"our",1,"technipfmc",1,0,0,1,4,"; ; We are uniquely positioned to deliver greater efficiency across project lifecycles from concept to project delivery and beyond."
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=2290001&c=109258&p=irol-newsArticle'",1187,0.6,1,0.123,"(No subject)",0,"thecheesecakefactory",0,1,0,0,5,"; and ; are not affiliated with, and do not endorse products or services of, The ;."
"b'http://investors.thecheesecakefactory.com/phoenix.zhtml?ID=2290001&c=109258&p=irol-newsArticle_Print'",1204,0.6,1,0.123,"(No subject)",0,"thecheesecakefactory",0,1,0,0,5,"; and ; are not affiliated with, and do not endorse products or services of, The ;."
"b'http://newsroom.lufthansagroup.com/english'",1210,0.6,1,0.106,"['meeting', 'someone', 'schedule']",3,"lufthansagroup",0,1,0,0,5,"As soon as a meeting runs shorter or someone cancels an appointment the entire schedule needs to be."
"b'http://newsroom.lufthansagroup.com/english'",1220,0.2,1,0.135,"(No subject)",0,"lufthansagroup",1,0,0,0,5,"; To this day, the fate of the passengers is unclear: On March 8 2014, Malaysian Airlines flight MH 370 disappeared on its way from Kuala Lumpur to Beijing."
"b'http://newsroom.lufthansagroup.com/english'",1227,0.4,1,0.32,"digitalization",1,"lufthansagroup",1,0,0,0,5,"; There is no doubt that digitalization has changed the way we live."
"b'http://newsroom.lufthansagroup.com/english'",1234,0.2,0,0,"['Fields', 'You']",2,"lufthansagroup",1,0,0,1,4,";of;MORE INFO;DOWNLOAD;Media Cart;MORE INFO;DOWNLOAD;Media Cart;SHARE;MORE INFO;DOWNLOAD;Media Cart;MORE INFO;DOWNLOAD;Media Cart;SHARE;ID:;ID:; (All Fields Required) ;You must complete additional steps or remove assets to resume downloading."
"b'http://newsroom.lufthansagroup.com/english'",1235,0.4,0,0,"Fields",1,"lufthansagroup",1,0,0,1,4,"; (All Fields Required) ;Your Media Cart has been sent to:;You must enable cookies in your browser to use the Media Cart feature."
"b'http://newsroom.lufthansagroup.com/english'",1237,0.4,1,0.121,"items",1,"lufthansagroup",1,0,0,0,5,"; Some items have been removed from your Media Cart because they are no longer available or e. ; '"
"b'http://newsroom.lufthansagroup.com/english/more/fleet/press-releases/lufthansa-a350-900--take-off-on-a-new-digital-travel-experience/s/226c1539-068e-447b-af0a-c6e716599fbe'",1248,0.2,1,0.348,"entertainment program",1,"lufthansagroup",1,0,0,0,5,";Lufthansa\'s entertainment program alone will be enough to stop passengers from getting bored."
"b'http://newsroom.lufthansagroup.com/english/more/fleet/press-releases/lufthansa-a350-900--take-off-on-a-new-digital-travel-experience/s/226c1539-068e-447b-af0a-c6e716599fbe'",1264,0.4,1,0.121,"items",1,"lufthansagroup",1,0,0,0,5,"; Some items have been removed from your Media Cart because they are no longer available or e. ; '"
"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",1273,0.6,1,0.239,"satellite",1,"lufthansagroup",0,1,0,0,5,";The satellite has no direct landside transportation links."
"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",1288,0.4,1,0.121,"items",1,"lufthansagroup",1,0,0,0,5,"; Some items have been removed from your Media Cart because they are no longer available or e. ; """
"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/press-releases/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",1297,0.6,1,0.239,"satellite",1,"lufthansagroup",0,1,0,0,5,";The satellite has no direct landside transportation links."
"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/press-releases/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",1312,0.4,1,0.121,"items",1,"lufthansagroup",1,0,0,0,5,"; Some items have been removed from your Media Cart because they are no longer available or e. ; """
"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology'",1313,0.4,1,0.32,"['digitalization', 'we']",2,"lufthansagroup",1,0,0,1,6,"; There is no doubt that digitalization has changed the way we live."
"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology'",1315,0.4,0,0,"['we']",1,"lufthansagroup",1,0,0,1,4,"And this is why we here at the Lufthansa Group are using."
"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology'",1330,0.2,0,0,"['Fields', 'You']",2,"lufthansagroup",1,0,0,1,4,";of;MORE INFO;DOWNLOAD;Media Cart;MORE INFO;DOWNLOAD;Media Cart;SHARE;MORE INFO;DOWNLOAD;Media Cart;MORE INFO;DOWNLOAD;Media Cart;SHARE;ID:;ID:; (All Fields Required) ;You must complete additional steps or remove assets to resume downloading."
"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology'",1331,0.4,0,0,"Fields",1,"lufthansagroup",1,0,0,1,4,"; (All Fields Required) ;Your Media Cart has been sent to:;You must enable cookies in your browser to use the Media Cart feature."
"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology'",1333,0.4,1,0.121,"items",1,"lufthansagroup",1,0,0,0,5,"; Some items have been removed from your Media Cart because they are no longer available or e. ; '"
"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",1334,0.4,1,0.32,"['digitalization', 'we']",2,"lufthansagroup",1,0,0,1,6,";04-AUG-2017;There is no doubt that digitalization has changed the way we live."
"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",1338,0.2,0,0,"we",1,"lufthansagroup",1,0,0,1,4,"On January 10th, at the Digital Aviation Forum in Frankfurt, we presented the digital portfolio of our group to decision makers, the media, and our customers."
"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",1344,0.4,0,0,"our",1,"lufthansagroup",1,0,0,1,4,"With over 100 million passengers per year, how can we use the increasing number of customer interactions and the resulting data streams to make even better decisions?"
"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",1346,0.4,0,0,"['We', 'We']",2,"lufthansagroup",1,0,0,2,4,"We can use customer analytics and artificial intelligence to deduce customer preferences and to personalize and optimize our guests travel e.;There is another level of digitalization with enormous potential: new market structures."
"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",1349,0.4,1,0.049,"AirBnB",1,"lufthansagroup",1,0,0,1,6,"There are a number of well-known e: UBER, for instance, is currently revolutionizing the ta industry around the world, and AirBnB is tapping the demand of the market for hotel stays."
"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",1355,0.2,0,0,"['Fields', 'You']",2,"lufthansagroup",1,0,0,1,4,";(3);(2);(1);BoardConnect by Lufthansa Systems;A Shark Takes to the Skies;Aviatar: Lufthansa Develops Digital Twin;of;MORE INFO;DOWNLOAD;Media Cart;MORE INFO;DOWNLOAD;Media Cart;SHARE;MORE INFO;DOWNLOAD;Media Cart;MORE INFO;DOWNLOAD;Media Cart;SHARE;ID:;ID:; (All Fields Required) ;You must complete additional steps or remove assets to resume downloading."
"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",1356,0.4,0,0,"Fields",1,"lufthansagroup",1,0,0,1,4,"; (All Fields Required) ;Your Media Cart has been sent to:;You must enable cookies in your browser to use the Media Cart feature."
"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",1358,0.4,1,0.121,"items",1,"lufthansagroup",1,0,0,0,5,"; Some items have been removed from your Media Cart because they are no longer available or e. ; '"
"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",1364,0.4,1,0.113,"Fasten seat belt signs",1,"lufthansagroup",1,0,0,0,5,"First, there is slight juddering and then a sudden loss of height and the Fasten seat belt signs light up."
"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",1365,0.4,1,0.111,"['We', 'Karssemeijer']",2,"lufthansagroup",1,0,0,2,6,"We still dont have comprehensive forecasts that are accurate and reliable enough, says 43-year-old Karssemeijer."
"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",1367,0.6,1,0.382,"['A380 Copilot Oliver Matz']",1,"lufthansagroup",0,1,0,1,6,"Thats not a great help to us, says A380 Copilot Oliver Matz."
"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",1368,0.2,0,0,"Lufthansa pilots",1,"lufthansagroup",1,0,0,1,4,";But Lufthansa pilots may soon have more accurate information about the location and strength of turbulence."
"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",1373,0.2,0,0.094,"['aircraft', 'system']",2,"lufthansagroup",1,0,0,1,4,"When an aircraft passes through turbulence, the system automatically records the strength of the shock on a scale from zero (calm) to one (e turbulence)."
"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",1375,0.4,0,0.055,"Pilots",1,"lufthansagroup",1,0,0,1,4,"Pilots will be able to move to a different altitude or at least warn flight attendants and passengers in good time, according to Karssemeijer."
"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",1379,0.4,0,0,"Matz",1,"lufthansagroup",1,0,0,1,4,"Together with Karssemeijer, Matz carried out successful tests of the new system on two flights to Frankfurt."
"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",1386,0.4,1,0.121,"items",1,"lufthansagroup",1,0,0,0,5,"; Some items have been removed from your Media Cart because they are no longer available or e. ; '"
