"word","emotion","score"
"criticize","anger",1
"criticize","disgust",1
"criticize","fear",1
"criticize","negative",1
"criticize","sadness",1
"critique","positive",1
"critter","disgust",1
"crocodile","fear",1
"crook","negative",1
"cross","anger",1
"cross","fear",1
"cross","negative",1
"cross","sadness",1
"crouch","fear",1
"crouching","fear",1
"crouching","negative",1
"crowning","anticipation",1
"crowning","joy",1
"crowning","positive",1
"crowning","surprise",1
"crowning","trust",1
"crucial","positive",1
"crucial","trust",1
"cruciate","negative",1
"crucifixion","anger",1
"crucifixion","disgust",1
"crucifixion","fear",1
"crucifixion","negative",1
"crucifixion","sadness",1
"crude","disgust",1
"crude","negative",1
"cruel","anger",1
"cruel","disgust",1
"cruel","fear",1
"cruel","negative",1
"cruel","sadness",1
"cruelly","anger",1
"cruelly","fear",1
"cruelly","negative",1
"cruelty","anger",1
"cruelty","disgust",1
"cruelty","fear",1
"cruelty","negative",1
"cruelty","sadness",1
"crumbling","negative",1
"crumbling","sadness",1
"crunch","anger",1
"crunch","negative",1
"crusade","anger",1
"crusade","fear",1
"crusade","negative",1
"crushed","anger",1
"crushed","disgust",1
"crushed","fear",1
"crushed","negative",1
"crushed","sadness",1
"crushing","anger",1
"crushing","disgust",1
"crushing","fear",1
"crushing","negative",1
"crusty","disgust",1
"crusty","negative",1
"cry","negative",1
"cry","sadness",1
"crying","negative",1
"crying","sadness",1
"crypt","fear",1
"crypt","negative",1
"crypt","sadness",1
"crystal","positive",1
"cube","trust",1
"cuckold","disgust",1
"cuckold","negative",1
"cuckoo","negative",1
"cuddle","joy",1
"cuddle","positive",1
"cuddle","trust",1
"cue","anticipation",1
"culinary","positive",1
"culinary","trust",1
"cull","negative",1
"culmination","positive",1
"culpability","negative",1
"culpable","negative",1
"culprit","negative",1
"cult","fear",1
"cult","negative",1
"cultivate","anticipation",1
"cultivate","positive",1
"cultivate","trust",1
"cultivated","positive",1
"cultivation","positive",1
"culture","positive",1
"cumbersome","negative",1
"cumbersome","sadness",1
"cunning","negative",1
"cunning","positive",1
"cupping","disgust",1
"cupping","fear",1
"cupping","negative",1
"cupping","sadness",1
"cur","anger",1
"cur","disgust",1
"cur","fear",1
"cur","negative",1
"curable","positive",1
"curable","trust",1
"curiosity","anticipation",1
"curiosity","positive",1
"curiosity","surprise",1
"curl","positive",1
"curse","anger",1
"curse","disgust",1
"curse","fear",1
"curse","negative",1
"curse","sadness",1
"cursed","anger",1
"cursed","fear",1
"cursed","negative",1
"cursed","sadness",1
"cursing","anger",1
"cursing","disgust",1
"cursing","negative",1
"cursory","negative",1
"cushion","positive",1
"cussed","anger",1
"custodian","trust",1
"custody","trust",1
"customer","positive",1
"cute","positive",1
"cutter","fear",1
"cutter","negative",1
"cutters","positive",1
"cutthroat","anger",1
"cutthroat","fear",1
"cutthroat","negative",1
"cutting","anger",1
"cutting","disgust",1
"cutting","fear",1
"cutting","negative",1
"cutting","sadness",1
"cyanide","fear",1
"cyanide","negative",1
"cyclone","fear",1
"cyclone","negative",1
"cyclone","surprise",1
"cyst","fear",1
"cyst","negative",1
"cyst","sadness",1
"cystic","disgust",1
"cytomegalovirus","negative",1
"cytomegalovirus","sadness",1
"dabbling","anger",1
"dabbling","disgust",1
"dabbling","negative",1
"daemon","anger",1
"daemon","disgust",1
"daemon","fear",1
"daemon","negative",1
"daemon","sadness",1
"daemon","surprise",1
"daft","disgust",1
"daft","negative",1
"dagger","fear",1
"dagger","negative",1
"daily","anticipation",1
"damage","anger",1
"damage","disgust",1
"damage","negative",1
"damage","sadness",1
"damages","negative",1
"damages","sadness",1
"dame","anger",1
"dame","disgust",1
"dame","positive",1
"dame","trust",1
"damn","anger",1
"damn","disgust",1
"damn","negative",1
"damnation","anger",1
"damnation","fear",1
"damnation","negative",1
"damnation","sadness",1
"damned","negative",1
"damper","negative",1
"dance","joy",1
"dance","positive",1
"dance","trust",1
"dandruff","negative",1
"dandy","disgust",1
"dandy","negative",1
"danger","fear",1
"danger","negative",1
"danger","sadness",1
"dangerous","fear",1
"dangerous","negative",1
"dank","disgust",1
"dare","anticipation",1
"dare","trust",1
"daring","positive",1
"dark","sadness",1
"darken","fear",1
"darken","negative",1
"darken","sadness",1
"darkened","fear",1
"darkened","negative",1
"darkened","sadness",1
"darkness","anger",1
"darkness","fear",1
"darkness","negative",1
"darkness","sadness",1
"darling","joy",1
"darling","positive",1
"darling","trust",1
"dart","fear",1
"dashed","anger",1
"dashed","fear",1
"dashed","negative",1
"dashed","sadness",1
"dashing","positive",1
"dastardly","anger",1
"dastardly","disgust",1
"dastardly","fear",1
"dastardly","negative",1
"daughter","joy",1
"daughter","positive",1
"dawn","anticipation",1
"dawn","joy",1
"dawn","positive",1
"dawn","surprise",1
"dawn","trust",1
"dazed","negative",1
"deacon","trust",1
"deactivate","negative",1
"deadlock","negative",1
"deadly","anger",1
"deadly","disgust",1
"deadly","fear",1
"deadly","negative",1
"deadly","sadness",1
"deaf","negative",1
"deal","anticipation",1
"deal","joy",1
"deal","positive",1
"deal","surprise",1
"deal","trust",1
"dealings","trust",1
"dear","positive",1
"death","anger",1
"death","anticipation",1
"death","disgust",1
"death","fear",1
"death","negative",1
"death","sadness",1
"death","surprise",1
"debacle","fear",1
"debacle","negative",1
"debacle","sadness",1
"debate","positive",1
"debauchery","disgust",1
"debauchery","fear",1
"debauchery","negative",1
"debenture","anticipation",1
"debris","disgust",1
"debris","negative",1
"debt","negative",1
"debt","sadness",1
"debtor","negative",1
"decay","fear",1
"decay","negative",1
"decay","sadness",1
"decayed","disgust",1
"decayed","negative",1
"decayed","sadness",1
"deceased","negative",1
"deceased","sadness",1
"deceit","anger",1
"deceit","disgust",1
"deceit","fear",1
"deceit","negative",1
"deceit","sadness",1
"deceit","surprise",1
"deceitful","disgust",1
"deceitful","negative",1
"deceitful","sadness",1
"deceive","anger",1
"deceive","disgust",1
"deceive","negative",1
"deceive","sadness",1
"deceived","anger",1
"deceived","negative",1
"deceiving","negative",1
"deceiving","trust",1
"decency","positive",1
"decent","positive",1
"deception","negative",1
"deceptive","negative",1
"declaratory","positive",1
"declination","negative",1
"decline","negative",1
"declining","negative",1
"decompose","disgust",1
"decomposed","sadness",1
"decomposition","disgust",1
"decomposition","fear",1
"decomposition","negative",1
"decomposition","sadness",1
"decoy","surprise",1
"decrease","negative",1
"decrement","negative",1
"decrepit","negative",1
"decry","anger",1
"decry","negative",1
"dedication","positive",1
"deduct","negative",1
"deed","trust",1
"defamation","disgust",1
"defamation","fear",1
"defamation","negative",1
"defamatory","anger",1
"defamatory","negative",1
"default","disgust",1
"default","fear",1
"default","negative",1
"default","sadness",1
"defeat","negative",1
"defeated","negative",1
"defeated","sadness",1
"defect","anger",1
"defect","negative",1
"defection","fear",1
"defection","negative",1
"defective","disgust",1
"defective","negative",1
"defend","fear",1
"defend","positive",1
"defendant","anger",1
"defendant","fear",1
"defendant","sadness",1
"defended","positive",1
"defended","trust",1
"defender","positive",1
"defender","trust",1
"defending","positive",1
"defense","anger",1
"defense","anticipation",1
"defense","fear",1
"defense","positive",1
"defenseless","fear",1
"defenseless","negative",1
"defenseless","sadness",1
"deference","positive",1
"deference","trust",1
"deferral","negative",1
"defiance","anger",1
"defiance","disgust",1
"defiance","fear",1
"defiance","negative",1
"defiant","anger",1
"defiant","negative",1
"deficiency","negative",1
"deficit","negative",1
"definitive","positive",1
"definitive","trust",1
"deflate","anger",1
"deflate","negative",1
"deflate","sadness",1
"deflation","fear",1
"deflation","negative",1
"deform","disgust",1
"deform","negative",1
"deformed","disgust",1
"deformed","negative",1
"deformed","sadness",1
"deformity","disgust",1
"deformity","fear",1
"deformity","negative",1
"deformity","sadness",1
"defraud","anger",1
"defraud","disgust",1
"defraud","negative",1
"defunct","negative",1
"defunct","sadness",1
"defy","anger",1
"defy","fear",1
"defy","negative",1
"defy","sadness",1
"defy","surprise",1
"degeneracy","anger",1
"degeneracy","disgust",1
"degeneracy","negative",1
"degeneracy","sadness",1
"degenerate","negative",1
"degradation","negative",1
"degrade","disgust",1
"degrade","negative",1
"degrading","disgust",1
"degrading","fear",1
"degrading","negative",1
"degrading","sadness",1
"degree","positive",1
"delay","anger",1
"delay","disgust",1
"delay","fear",1
"delay","negative",1
"delay","sadness",1
"delayed","negative",1
"delectable","positive",1
"delegate","positive",1
"delegate","trust",1
"deleterious","anger",1
"deleterious","disgust",1
"deleterious","fear",1
"deleterious","negative",1
"deletion","negative",1
"deliberate","positive",1
"delicious","joy",1
"delicious","positive",1
"delight","anticipation",1
"delight","joy",1
"delight","positive",1
"delighted","anticipation",1
"delighted","joy",1
"delighted","positive",1
"delighted","surprise",1
"delightful","anticipation",1
"delightful","joy",1
"delightful","positive",1
"delightful","trust",1
"delinquency","negative",1
"delinquent","anger",1
"delinquent","disgust",1
"delinquent","negative",1
"delirious","negative",1
"delirious","sadness",1
"delirium","disgust",1
"delirium","negative",1
"delirium","sadness",1
"deliverance","anticipation",1
"deliverance","joy",1
"deliverance","positive",1
"deliverance","trust",1
"delivery","anticipation",1
"delivery","positive",1
"deluge","fear",1
"deluge","negative",1
"deluge","sadness",1
"deluge","surprise",1
"delusion","anger",1
"delusion","fear",1
"delusion","negative",1
"delusion","sadness",1
"delusional","anger",1
"delusional","fear",1
"delusional","negative",1
"demand","anger",1
"demand","negative",1
"demanding","negative",1
"demented","fear",1
"demented","negative",1
"dementia","fear",1
"dementia","negative",1
"dementia","sadness",1
"demise","fear",1
"demise","negative",1
"demise","sadness",1
"democracy","positive",1
"demolish","anger",1
"demolish","negative",1
"demolish","sadness",1
"demolition","negative",1
"demon","anger",1
"demon","disgust",1
"demon","fear",1
"demon","negative",1
"demon","sadness",1
"demonic","anger",1
"demonic","disgust",1
"demonic","fear",1
"demonic","negative",1
"demonic","sadness",1
"demonstrable","positive",1
"demonstrative","joy",1
"demonstrative","positive",1
"demonstrative","sadness",1
"demoralized","fear",1
"demoralized","negative",1
"demoralized","sadness",1
"denial","negative",1
"denied","negative",1
"denied","sadness",1
"denounce","anger",1
"denounce","disgust",1
"denounce","negative",1
"dentistry","fear",1
"denunciation","anger",1
"denunciation","disgust",1
"denunciation","fear",1
"denunciation","negative",1
"deny","anger",1
"deny","negative",1
"denying","anticipation",1
"denying","negative",1
"depart","anticipation",1
"depart","sadness",1
"departed","negative",1
"departed","sadness",1
"departure","negative",1
"departure","sadness",1
"depend","anticipation",1
"depend","trust",1
"dependence","fear",1
"dependence","negative",1
"dependence","sadness",1
"dependency","negative",1
"dependent","negative",1
"dependent","positive",1
"dependent","trust",1
"deplorable","anger",1
"deplorable","disgust",1
"deplorable","fear",1
"deplorable","negative",1
"deplorable","sadness",1
"deplore","anger",1
"deplore","disgust",1
"deplore","negative",1
"deplore","sadness",1
"deport","fear",1
"deport","negative",1
"deport","sadness",1
"deportation","anger",1
"deportation","fear",1
"deportation","negative",1
"deportation","sadness",1
"depository","trust",1
"depraved","anger",1
"depraved","anticipation",1
"depraved","disgust",1
"depraved","fear",1
"depraved","negative",1
"depraved","sadness",1
"depravity","anger",1
"depravity","disgust",1
"depravity","negative",1
"depreciate","anger",1
"depreciate","disgust",1
"depreciate","negative",1
"depreciated","anger",1
"depreciated","disgust",1
"depreciated","fear",1
"depreciated","negative",1
"depreciated","sadness",1
"depreciation","fear",1
"depreciation","negative",1
"depress","fear",1
"depress","negative",1
"depress","sadness",1
"depressed","anger",1
"depressed","fear",1
"depressed","negative",1
"depressed","sadness",1
"depressing","disgust",1
"depressing","negative",1
"depressing","sadness",1
"depression","negative",1
"depression","sadness",1
"depressive","negative",1
"depressive","sadness",1
"deprivation","anger",1
"deprivation","disgust",1
"deprivation","fear",1
"deprivation","negative",1
"deprivation","sadness",1
"depth","positive",1
"depth","trust",1
"deputy","trust",1
"deranged","anger",1
"deranged","disgust",1
"deranged","fear",1
"deranged","negative",1
"derelict","negative",1
"derision","anger",1
"derision","disgust",1
"derision","negative",1
"dermatologist","trust",1
"derogation","anger",1
"derogation","disgust",1
"derogation","fear",1
"derogation","negative",1
"derogation","sadness",1
"derogatory","anger",1
"derogatory","disgust",1
"derogatory","fear",1
"derogatory","negative",1
"derogatory","sadness",1
"descent","fear",1
"descent","sadness",1
"descriptive","positive",1
"desecration","anger",1
"desecration","disgust",1
"desecration","fear",1
"desecration","negative",1
"desecration","sadness",1
"desert","anger",1
"desert","disgust",1
"desert","fear",1
"desert","negative",1
"desert","sadness",1
"deserted","anger",1
"deserted","disgust",1
"deserted","fear",1
"deserted","negative",1
"deserted","sadness",1
"desertion","negative",1
"deserve","anger",1
"deserve","anticipation",1
"deserve","positive",1
"deserve","trust",1
"deserved","positive",1
"designation","trust",1
"designer","positive",1
"desirable","positive",1
"desiring","positive",1
"desirous","positive",1
"desist","anger",1
"desist","disgust",1
"desist","negative",1
"desolation","fear",1
"desolation","negative",1
"desolation","sadness",1
"despair","anger",1
"despair","disgust",1
"despair","fear",1
"despair","negative",1
"despair","sadness",1
"despairing","fear",1
"despairing","negative",1
"despairing","sadness",1
"desperate","negative",1
"despicable","anger",1
"despicable","disgust",1
"despicable","negative",1
"despise","anger",1
"despise","disgust",1
"despise","negative",1
"despotic","fear",1
"despotic","negative",1
"despotism","anger",1
"despotism","disgust",1
"despotism","fear",1
"despotism","negative",1
"despotism","sadness",1
"destination","anticipation",1
"destination","fear",1
"destination","joy",1
"destination","positive",1
"destination","sadness",1
"destination","surprise",1
"destined","anticipation",1
"destitute","fear",1
"destitute","negative",1
"destitute","sadness",1
"destroyed","anger",1
"destroyed","fear",1
"destroyed","negative",1
"destroyed","sadness",1
"destroyer","anger",1
"destroyer","fear",1
"destroyer","negative",1
"destroying","anger",1
"destroying","fear",1
"destroying","negative",1
"destroying","sadness",1
"destruction","anger",1
"destruction","negative",1
"destructive","anger",1
"destructive","disgust",1
"destructive","fear",1
"destructive","negative",1
"detachment","negative",1
"detain","negative",1
"detainee","anger",1
"detainee","anticipation",1
"detainee","fear",1
"detainee","negative",1
"detainee","sadness",1
"detect","positive",1
"detection","positive",1
"detention","negative",1
"detention","sadness",1
"deteriorate","fear",1
"deteriorate","negative",1
"deteriorate","sadness",1
"deteriorated","disgust",1
"deteriorated","negative",1
"deteriorated","sadness",1
"deterioration","anger",1
"deterioration","disgust",1
"deterioration","fear",1
"deterioration","negative",1
"deterioration","sadness",1
"determinate","anticipation",1
"determinate","trust",1
"determination","positive",1
"determination","trust",1
"determined","positive",1
"detest","anger",1
"detest","disgust",1
"detest","negative",1
"detonate","fear",1
"detonate","negative",1
"detonate","surprise",1
"detonation","anger",1
"detract","anger",1
"detract","negative",1
"detriment","negative",1
"detrimental","negative",1
"detritus","negative",1
"devastate","anger",1
"devastate","fear",1
"devastate","negative",1
"devastate","sadness",1
"devastating","anger",1
"devastating","disgust",1
"devastating","fear",1
"devastating","negative",1
"devastating","sadness",1
"devastating","trust",1
"devastation","anger",1
"devastation","fear",1
"devastation","negative",1
"devastation","sadness",1
"devastation","surprise",1
"develop","anticipation",1
"develop","positive",1
"deviation","sadness",1
"devil","anger",1
"devil","anticipation",1
"devil","disgust",1
"devil","fear",1
"devil","negative",1
"devil","sadness",1
"devilish","disgust",1
"devilish","fear",1
"devilish","negative",1
"devious","negative",1
"devolution","negative",1
"devotional","positive",1
"devotional","trust",1
"devour","negative",1
"devout","anticipation",1
"devout","joy",1
"devout","positive",1
"devout","trust",1
"dexterity","positive",1
"diabolical","anger",1
"diabolical","disgust",1
"diabolical","fear",1
"diabolical","negative",1
"diagnosis","anticipation",1
"diagnosis","fear",1
"diagnosis","negative",1
"diagnosis","trust",1
"diamond","joy",1
"diamond","positive",1
"diaper","disgust",1
"diarrhoea","disgust",1
"diary","joy",1
"diary","positive",1
"diary","trust",1
"diatribe","anger",1
"diatribe","disgust",1
"diatribe","negative",1
"dictator","fear",1
"dictator","negative",1
"dictatorial","anger",1
"dictatorial","negative",1
"dictatorship","anger",1
"dictatorship","anticipation",1
"dictatorship","disgust",1
"dictatorship","fear",1
"dictatorship","negative",1
"dictatorship","sadness",1
"dictionary","positive",1
"dictionary","trust",1
"dictum","trust",1
"didactic","positive",1
"die","fear",1
"die","negative",1
"die","sadness",1
"dietary","anticipation",1
"dietary","positive",1
"differential","trust",1
"differently","surprise",1
"difficult","fear",1
"difficulties","negative",1
"difficulties","sadness",1
"difficulty","anger",1
"difficulty","fear",1
"difficulty","negative",1
"difficulty","sadness",1
"digit","trust",1
"dignified","positive",1
"dignity","positive",1
"dignity","trust",1
"digress","anticipation",1
"digress","negative",1
"dike","fear",1
"dilapidated","disgust",1
"dilapidated","negative",1
"dilapidated","sadness",1
"diligence","positive",1
"diligence","trust",1
"dilute","negative",1
"diminish","negative",1
"diminish","sadness",1
"diminished","negative",1
"din","negative",1
"dinner","positive",1
"dinosaur","fear",1
"diplomacy","anticipation",1
"diplomacy","positive",1
"diplomacy","trust",1
"diplomatic","positive",1
"diplomatic","trust",1
"dire","disgust",1
"dire","fear",1
"dire","negative",1
"dire","sadness",1
"dire","surprise",1
"director","positive",1
"director","trust",1
"dirt","disgust",1
"dirt","negative",1
"dirty","disgust",1
"dirty","negative",1
"disability","negative",1
"disability","sadness",1
"disable","fear",1
"disable","negative",1
"disable","sadness",1
"disabled","fear",1
"disabled","negative",1
"disabled","sadness",1
"disaffected","negative",1
"disagree","anger",1
"disagree","negative",1
"disagreeing","anger",1
"disagreeing","negative",1
"disagreeing","sadness",1
"disagreement","anger",1
"disagreement","negative",1
"disagreement","sadness",1
"disallowed","anger",1
"disallowed","disgust",1
"disallowed","fear",1
"disallowed","negative",1
"disallowed","sadness",1
"disappear","fear",1
"disappoint","anger",1
"disappoint","disgust",1
"disappoint","negative",1
"disappoint","sadness",1
"disappointed","anger",1
"disappointed","disgust",1
"disappointed","negative",1
"disappointed","sadness",1
"disappointing","negative",1
"disappointing","sadness",1
"disappointment","disgust",1
"disappointment","negative",1
"disappointment","sadness",1
"disapproval","negative",1
"disapproval","sadness",1
"disapprove","anger",1
"disapprove","disgust",1
"disapprove","fear",1
"disapprove","negative",1
"disapprove","sadness",1
"disapproved","anger",1
"disapproved","negative",1
"disapproved","sadness",1
"disapproving","anger",1
"disapproving","disgust",1
"disapproving","negative",1
"disapproving","sadness",1
"disaster","anger",1
"disaster","disgust",1
"disaster","fear",1
"disaster","negative",1
"disaster","sadness",1
"disaster","surprise",1
"disastrous","anger",1
"disastrous","fear",1
"disastrous","negative",1
"disastrous","sadness",1
"disbelieve","negative",1
"discards","negative",1
"discharge","negative",1
"disciple","trust",1
"discipline","fear",1
"discipline","negative",1
"disclaim","anger",1
"disclaim","disgust",1
"disclaim","negative",1
"disclaim","trust",1
"disclosed","trust",1
"discoloration","disgust",1
"discoloration","negative",1
"discolored","disgust",1
"discolored","negative",1
"discolored","sadness",1
"discomfort","negative",1
"discomfort","sadness",1
"disconnect","negative",1
"disconnect","sadness",1
"disconnected","negative",1
"disconnected","sadness",1
"disconnection","negative",1
"discontent","anger",1
"discontent","disgust",1
"discontent","fear",1
"discontent","negative",1
"discontent","sadness",1
"discontinue","negative",1
"discontinuity","disgust",1
"discontinuity","fear",1
"discontinuity","negative",1
"discontinuity","sadness",1
"discord","anger",1
"discord","disgust",1
"discord","negative",1
"discourage","fear",1
"discourage","negative",1
"discourage","sadness",1
"discouragement","negative",1
"discovery","positive",1
"discredit","negative",1
"discreet","anticipation",1
"discreet","positive",1
"discretion","anticipation",1
"discretion","positive",1
"discretion","trust",1
"discretionary","positive",1
"discriminate","anger",1
"discriminate","negative",1
"discriminate","sadness",1
"discriminating","disgust",1
"discriminating","negative",1
"discrimination","anger",1
"discrimination","disgust",1
"discrimination","fear",1
"discrimination","negative",1
"discrimination","sadness",1
"discussion","positive",1
"disdain","anger",1
"disdain","disgust",1
"disdain","negative",1
"disease","anger",1
"disease","disgust",1
"disease","fear",1
"disease","negative",1
"disease","sadness",1
"diseased","disgust",1
"diseased","fear",1
"diseased","negative",1
"diseased","sadness",1
"disembodied","fear",1
"disembodied","negative",1
"disembodied","sadness",1
"disengagement","negative",1
"disfigured","anger",1
"disfigured","disgust",1
"disfigured","fear",1
"disfigured","negative",1
"disfigured","sadness",1
"disgrace","anger",1
"disgrace","disgust",1
"disgrace","negative",1
"disgrace","sadness",1
"disgraced","anger",1
"disgraced","disgust",1
"disgraced","negative",1
"disgraced","sadness",1
"disgraceful","anger",1
"disgraceful","disgust",1
"disgraceful","negative",1
"disgruntled","anger",1
"disgruntled","disgust",1
"disgruntled","negative",1
"disgruntled","sadness",1
"disgust","anger",1
"disgust","disgust",1
"disgust","fear",1
"disgust","negative",1
"disgust","sadness",1
"disgusting","anger",1
"disgusting","disgust",1
"disgusting","fear",1
"disgusting","negative",1
"disheartened","negative",1
"disheartened","sadness",1
"disheartening","negative",1
"disheartening","sadness",1
"dishonest","anger",1
"dishonest","disgust",1
"dishonest","negative",1
"dishonest","sadness",1
"dishonesty","disgust",1
"dishonesty","negative",1
"dishonor","anger",1
"dishonor","disgust",1
"dishonor","fear",1
"dishonor","negative",1
"dishonor","sadness",1
"disillusionment","anger",1
"disillusionment","disgust",1
"disillusionment","negative",1
"disillusionment","sadness",1
"disinfection","positive",1
"disinformation","anger",1
"disinformation","fear",1
"disinformation","negative",1
"disingenuous","disgust",1
"disingenuous","negative",1
"disintegrate","disgust",1
"disintegrate","fear",1
"disintegrate","negative",1
"disintegration","negative",1
"disinterested","negative",1
"dislike","anger",1
"dislike","disgust",1
"dislike","negative",1
"disliked","anger",1
"disliked","negative",1
"disliked","sadness",1
"dislocated","anger",1
"dislocated","disgust",1
"dislocated","fear",1
"dislocated","negative",1
"dislocated","sadness",1
"dismal","disgust",1
"dismal","fear",1
"dismal","negative",1
"dismal","sadness",1
"dismay","anger",1
"dismay","anticipation",1
"dismay","fear",1
"dismay","negative",1
"dismay","sadness",1
"dismay","surprise",1
"dismemberment","disgust",1
"dismemberment","fear",1
"dismemberment","negative",1
"dismemberment","sadness",1
"dismissal","anger",1
"dismissal","disgust",1
"dismissal","fear",1
"dismissal","negative",1
"dismissal","sadness",1
"dismissal","surprise",1
"disobedience","anger",1
"disobedience","disgust",1
"disobedience","negative",1
"disobedient","anger",1
"disobedient","negative",1
"disobey","anger",1
"disobey","disgust",1
"disobey","negative",1
"disorder","fear",1
"disorder","negative",1
"disorderly","negative",1
"disorganized","negative",1
"disparage","anger",1
"disparage","disgust",1
"disparage","negative",1
"disparage","sadness",1
"disparaging","anger",1
"disparaging","disgust",1
"disparaging","negative",1
"disparaging","sadness",1
"disparity","anger",1
"disparity","disgust",1
"disparity","negative",1
"disparity","sadness",1
"dispassionate","negative",1
"dispassionate","sadness",1
"dispel","negative",1
"dispel","sadness",1
"dispersion","negative",1
"displace","negative",1
"displaced","anger",1
"displaced","fear",1
"displaced","sadness",1
"displeased","anger",1
"displeased","disgust",1
"displeased","fear",1
"displeased","negative",1
"displeased","sadness",1
"displeasure","disgust",1
"displeasure","negative",1
"disposal","negative",1
"dispose","disgust",1
"disposed","anticipation",1
"disposed","positive",1
"disposed","trust",1
"dispossessed","anger",1
"dispossessed","fear",1
"dispossessed","negative",1
"dispossessed","sadness",1
"dispute","anger",1
"dispute","negative",1
"disqualification","negative",1
"disqualified","anger",1
"disqualified","disgust",1
"disqualified","negative",1
"disqualified","sadness",1
"disqualify","negative",1
"disqualify","sadness",1
"disregard","negative",1
"disregarded","disgust",1
"disregarded","negative",1
"disreputable","anger",1
"disreputable","disgust",1
"disreputable","fear",1
"disreputable","negative",1
"disrespect","anger",1
"disrespect","negative",1
"disrespectful","anger",1
"disrespectful","disgust",1
"disrespectful","fear",1
"disrespectful","negative",1
"disrespectful","sadness",1
"disruption","anger",1
"disruption","fear",1
"disruption","negative",1
"disruption","surprise",1
"dissatisfaction","negative",1
"dissection","disgust",1
"disseminate","positive",1
"dissension","anger",1
"dissension","negative",1
"dissenting","negative",1
"disservice","anger",1
"disservice","disgust",1
"disservice","negative",1
"disservice","sadness",1
"dissident","anger",1
"dissident","fear",1
"dissident","negative",1
"dissolution","anger",1
"dissolution","fear",1
"dissolution","negative",1
"dissolution","sadness",1
"dissolution","surprise",1
"dissonance","anger",1
"dissonance","negative",1
"distaste","disgust",1
"distaste","negative",1
"distasteful","disgust",1
"distasteful","negative",1
"distillation","positive",1
"distinction","positive",1
"distorted","disgust",1
"distorted","negative",1
"distortion","negative",1
"distract","negative",1
"distracted","anger",1
"distracted","negative",1
"distracting","anger",1
"distracting","anticipation",1
"distracting","negative",1
"distraction","negative",1
"distraught","negative",1
"distraught","sadness",1
"distress","anger",1
"distress","disgust",1
"distress","fear",1
"distress","negative",1
"distress","sadness",1
"distress","surprise",1
"distressed","fear",1
"distressed","negative",1
"distressing","anger",1
"distressing","fear",1
"distressing","negative",1
"distrust","anger",1
"distrust","disgust",1
"distrust","fear",1
"distrust","negative",1
"disturbance","anger",1
"disturbance","fear",1
"disturbance","negative",1
"disturbance","sadness",1
"disturbance","surprise",1
"disturbed","anger",1
"disturbed","negative",1
"disturbed","sadness",1
"disuse","negative",1
"disused","anger",1
"disused","negative",1
"ditty","joy",1
"ditty","positive",1
"divan","trust",1
"divergent","negative",1
"divergent","surprise",1
"diverse","negative",1
"diverse","positive",1
"diversified","positive",1
"diversion","positive",1
"diversion","surprise",1
"divested","negative",1
"divestment","negative",1
"divination","anticipation",1
"divinity","positive",1
"divorce","anger",1
"divorce","disgust",1
"divorce","fear",1
"divorce","negative",1
"divorce","sadness",1
"divorce","surprise",1
"divorce","trust",1
"dizziness","negative",1
"dizzy","negative",1
"docked","negative",1
"doctor","positive",1
"doctor","trust",1
"doctrine","trust",1
"doer","positive",1
"dogged","positive",1
"dogma","trust",1
"doit","negative",1
"doldrums","negative",1
"doldrums","sadness",1
"dole","negative",1
"dole","sadness",1
"doll","joy",1
"dolor","negative",1
"dolor","sadness",1
"dolphin","joy",1
"dolphin","positive",1
"dolphin","surprise",1
"dolphin","trust",1
"dominant","fear",1
"dominant","negative",1
"dominate","anger",1
"dominate","fear",1
"dominate","negative",1
"dominate","positive",1
"domination","anger",1
"domination","fear",1
"domination","negative",1
"domination","sadness",1
"dominion","fear",1
"dominion","trust",1
"don","positive",1
"don","trust",1
"donation","positive",1
"donkey","disgust",1
"donkey","negative",1
"doodle","negative",1
"doom","fear",1
"doom","negative",1
"doomed","fear",1
"doomed","negative",1
"doomed","sadness",1
"doomsday","anger",1
"doomsday","anticipation",1
"doomsday","disgust",1
"doomsday","fear",1
"doomsday","negative",1
"doomsday","sadness",1
"doubt","fear",1
"doubt","negative",1
"doubt","sadness",1
"doubt","trust",1
"doubtful","negative",1
"doubting","negative",1
"doubtless","positive",1
"doubtless","trust",1
"douche","negative",1
"dour","negative",1
"dove","anticipation",1
"dove","joy",1
"dove","positive",1
"dove","trust",1
"downfall","fear",1
"downfall","negative",1
"downfall","sadness",1
"downright","trust",1
"downy","positive",1
"drab","negative",1
"drab","sadness",1
"draft","anticipation",1
"dragon","fear",1
"drainage","negative",1
"drawback","negative",1
"dread","anticipation",1
"dread","fear",1
"dread","negative",1
"dreadful","anger",1
"dreadful","anticipation",1
"dreadful","disgust",1
"dreadful","fear",1
"dreadful","negative",1
"dreadful","sadness",1
"dreadfully","disgust",1
"dreadfully","fear",1
"dreadfully","negative",1
"dreadfully","sadness",1
"dreadfully","surprise",1
"dreary","negative",1
"dreary","sadness",1
"drinking","negative",1
"drivel","disgust",1
"drivel","negative",1
"drone","negative",1
"drool","disgust",1
"drooping","negative",1
"drought","negative",1
"drown","fear",1
"drown","negative",1
"drown","sadness",1
"drowsiness","negative",1
"drudgery","negative",1
"drugged","sadness",1
"drunken","disgust",1
"drunken","negative",1
"drunkenness","negative",1
"dubious","fear",1
"dubious","negative",1
"dubious","trust",1
"duel","anger",1
